67 76 509
11 67 17 46
14 31 55 17
48 72 27 23
63 22 22 6
26 46 60 70
16 38 21 11
63 46 9 57
23 73 14 9
10 56 39 58
22 26 23 56
33 24 30 58
35 55 11 39
18 21 6 6
31 70 9 73
49 33 39 47
30 60 7 6
27 32 31 72
41 54 57 15
37 48 12 14
34 15 49 47
55 33 66 70
56 22 4 60
66 71 37 18
18 5 65 33
61 1 65 38
45 6 50 48
30 21 22 59
40 30 64 8
62 1 40 6
44 38 67 33
15 75 66 5
34 74 66 2
7 62 40 33
15 54 14 8
21 68 65 58
46 56 55 42
62 34 17 35
7 66 47 9
43 66 41 67
17 34 3 52
7 73 7 40
24 37 62 64
3 32 58 28
21 9 38 17
37 37 48 20
66 26 12 22
27 7 27 7
32 70 46 22
25 45 63 65
53 55 53 44
48 17 29 74
16 14 60 68
36 62 26 39
57 10 6 69
66 67 5 5
60 40 53 23
13 12 6 5
16 75 56 59
49 61 42 45
14 55 57 58
60 72 22 8
8 16 22 51
37 28 18 14
41 60 64 9
36 35 11 44
36 17 3 27
44 7 55 6
39 27 21 60
67 21 60 65
30 9 61 44
59 38 1 14
57 4 29 69
5 13 31 5
45 45 2 12
64 12 9 4
25 3 62 75
35 70 2 25
53 27 15 43
17 52 41 74
40 75 1 21
45 2 27 57
36 58 58 71
24 47 2 67
59 31 39 36
64 26 64 69
17 12 12 20
14 76 27 33
3 35 51 74
28 56 56 38
19 23 47 33
60 63 50 30
46 46 61 20
3 47 39 69
11 70 32 2
1 11 9 76
7 36 30 54
37 56 27 66
5 52 1 31
4 63 62 26
54 73 56 43
33 66 32 14
67 23 33 29
52 13 4 72
47 29 16 70
18 72 23 32
57 43 49 71
58 68 39 32
9 69 31 20
53 26 59 72
63 49 2 4
44 19 1 35
25 74 62 16
7 71 64 46
61 67 38 8
35 73 38 63
67 52 7 31
36 6 44 43
57 41 28 22
47 69 56 15
60 46 44 63
40 63 18 16
44 55 48 51
25 52 18 54
57 30 6 62
45 71 42 36
34 69 19 8
48 57 31 40
9 31 53 59
8 6 1 34
5 35 61 75
22 36 10 48
22 55 35 71
29 59 30 12
60 43 54 72
22 11 13 28
53 19 24 15
53 57 38 3
51 50 62 66
55 31 35 15
37 9 5 39
47 28 51 8
1 75 23 76
46 55 22 54
47 12 20 15
42 70 1 8
32 72 60 56
44 56 55 57
41 20 40 50
24 14 63 48
35 62 8 36
62 71 57 47
2 47 50 37
47 7 4 49
64 53 48 38
10 65 59 42
25 73 63 10
44 1 61 2
13 57 9 72
28 26 51 49
44 17 17 11
59 62 66 34
64 48 37 27
31 71 35 44
2 54 45 43
12 25 21 12
50 58 61 43
23 6 44 58
36 12 21 46
21 66 8 28
25 47 63 11
19 20 61 32
24 67 52 50
28 31 46 12
12 53 8 70
39 3 26 7
50 13 32 52
15 67 37 72
62 52 65 56
5 63 25 64
25 6 36 38
11 13 9 25
34 6 1 50
3 15 13 32
36 69 2 21
34 5 42 62
51 51 20 24
23 12 38 32
48 28 1 25
10 24 32 9
23 23 39 33
24 17 44 23
40 40 41 34
26 76 26 42
15 53 46 28
47 67 16 25
25 48 3 73
31 6 49 44
27 55 36 31
8 58 42 31
10 28 22 17
62 39 1 23
47 45 46 39
27 18 62 21
63 32 57 67
21 43 45 44
51 43 59 20
33 52 54 69
9 62 54 39
4 30 26 17
54 6 16 69
1 59 32 29
39 42 17 74
64 65 20 14
28 53 4 12
67 60 4 50
5 19 12 32
24 31 33 17
24 64 1 47
27 40 30 64
45 13 21 63
35 45 18 32
25 36 57 3
34 4 62 29
33 20 27 30
53 47 15 50
7 54 31 23
61 34 54 25
35 50 38 14
65 68 29 45
25 59 6 52
11 45 35 23
26 34 58 63
26 59 28 75
42 4 16 74
58 20 8 50
9 42 15 61
4 11 45 48
39 71 23 42
46 3 62 74
50 44 37 66
49 28 16 9
4 56 41 12
23 66 16 35
54 65 42 18
3 9 9 19
12 56 46 16
9 8 1 6
24 74 12 40
37 22 11 32
12 39 25 4
43 40 20 6
64 23 52 20
40 37 8 37
