819 505 24815
450 49 149 390
745 314 267 489
448 16 40 489
682 269 611 455
189 399 314 107
733 382 459 135
617 299 337 345
248 71 206 247
140 475 740 377
646 317 133 77
729 38 524 255
50 332 193 177
556 18 479 200
51 146 309 469
253 212 687 176
431 166 117 328
331 139 113 354
421 140 101 482
777 74 505 504
176 186 589 449
338 489 107 208
736 278 792 460
643 172 51 436
219 31 47 167
250 94 258 187
602 51 165 484
348 357 366 45
23 157 114 228
495 58 230 365
718 278 411 451
674 417 727 50
551 16 158 397
423 428 443 494
265 111 283 65
13 67 762 370
678 237 258 299
354 240 329 147
39 198 596 434
547 250 623 47
318 238 656 352
440 243 392 245
565 238 372 115
539 190 222 349
472 338 461 378
258 116 183 496
581 499 291 262
98 125 206 429
638 142 571 420
710 100 704 192
47 181 789 214
82 165 818 291
228 171 356 142
80 13 590 351
423 245 43 409
641 152 715 7
422 49 470 377
166 200 620 379
587 451 468 256
362 363 65 327
110 29 560 294
274 178 149 270
668 460 187 151
386 484 282 143
804 57 244 68
677 468 366 210
7 325 271 95
643 336 300 162
357 157 78 39
208 237 498 352
451 308 242 18
742 369 206 448
628 494 69 435
677 259 286 62
547 406 85 109
731 291 614 459
323 133 99 367
375 471 190 288
492 395 583 495
112 148 245 178
771 331 758 23
392 415 668 342
368 384 534 78
648 53 507 158
48 104 385 496
25 332 813 179
781 357 749 116
376 188 411 285
299 2 364 319
76 474 654 370
572 19 713 360
77 339 410 288
219 105 580 454
242 156 108 369
596 170 191 414
577 280 554 105
629 57 747 475
263 147 76 301
477 493 109 148
773 2 691 187
597 33 588 176
442 434 646 240
280 234 270 411
169 423 239 151
281 302 141 490
376 220 64 6
819 289 300 403
19 149 628 250
749 432 742 391
206 490 461 349
507 395 208 353
433 190 368 83
65 181 420 175
572 202 729 157
469 30 341 106
649 426 664 416
538 179 530 377
423 306 568 284
374 243 341 464
72 109 560 480
74 426 734 358
382 13 290 269
127 271 29 186
72 412 552 387
591 272 552 326
518 328 12 122
410 301 371 276
314 229 76 58
262 262 136 134
304 262 504 273
779 103 221 446
474 5 659 13
278 380 688 261
415 80 381 160
209 251 292 215
803 175 734 7
729 351 44 295
339 173 614 148
802 403 467 451
784 247 306 20
748 147 72 424
301 490 548 227
423 201 526 130
18 166 705 230
217 229 45 411
32 94 382 468
642 410 684 350
589 419 292 502
521 297 728 244
792 223 732 40
714 432 393 403
30 270 396 191
72 467 521 68
390 396 135 393
794 329 575 197
541 221 211 88
268 32 650 54
252 210 738 401
103 118 83 194
1 478 742 325
455 20 621 62
88 358 6 202
598 368 232 175
517 184 259 156
8 52 433 70
11 1 712 65
772 274 637 202
44 354 487 492
54 69 146 487
5 192 109 236
241 143 318 157
513 469 49 97
223 239 684 64
699 127 339 12
519 114 603 448
432 469 587 97
570 398 681 326
154 53 123 483
557 485 65 198
795 498 395 418
807 315 131 2
491 485 602 135
640 158 705 472
351 190 242 74
196 360 740 149
551 29 193 466
594 276 587 21
147 357 521 17
777 93 18 369
735 307 692 391
317 375 619 122
76 303 615 53
733 483 752 240
765 95 663 488
320 301 691 426
75 302 265 107
73 398 463 455
541 111 512 285
212 124 149 55
684 182 184 483
209 256 6 42
710 327 629 293
762 101 210 434
669 499 288 51
256 194 253 419
471 225 113 269
315 198 349 7
168 254 44 32
402 4 106 399
710 201 427 188
684 420 186 490
693 119 589 149
742 326 623 174
211 242 262 62
235 234 474 346
93 90 157 144
554 251 648 72
47 479 741 291
89 434 695 213
615 386 441 108
103 321 110 245
530 317 699 495
133 22 157 223
392 246 37 187
179 407 325 250
360 25 502 177
171 260 633 125
453 451 50 49
487 257 222 130
553 420 357 19
480 96 196 321
375 462 438 74
497 115 630 272
186 288 186 356
281 86 396 377
387 69 396 101
125 440 774 105
175 206 62 453
772 62 442 409
91 465 306 235
339 169 399 392
757 95 712 379
52 40 208 264
585 350 423 267
333 43 426 504
809 276 679 259
360 329 19 335
350 337 61 293
54 356 639 212
270 188 756 142
507 473 537 461
703 200 535 297
242 468 72 389
46 247 36 90
782 127 425 128
83 241 679 245
114 5 213 300
811 182 589 98
758 280 539 301
44 241 668 128
12 331 708 245
108 289 461 22
245 415 678 324
792 111 158 88
394 149 493 285
354 415 152 201
815 124 3 453
432 334 773 268
26 153 105 15
551 252 445 397
164 23 769 291
295 305 509 429
60 13 379 498
5 432 477 327
664 266 181 395
737 68 433 376
710 261 213 104
616 363 169 413
337 476 1 87
29 451 334 78
118 265 92 195
267 296 228 100
332 138 643 355
525 29 589 351
813 108 409 463
397 41 289 333
230 121 54 241
406 417 684 138
701 189 546 195
128 500 622 241
299 90 726 28
149 8 576 70
105 22 581 494
301 139 42 136
148 160 399 109
129 479 458 430
131 191 680 318
452 398 10 73
652 404 397 203
71 286 293 176
770 109 52 323
817 238 124 330
797 458 138 153
701 384 714 101
441 135 334 96
82 462 17 143
361 25 98 231
62 439 667 216
520 467 279 116
345 300 241 279
214 487 244 454
352 453 507 97
642 434 81 119
409 254 764 149
707 55 442 16
78 399 333 471
161 487 109 350
536 449 144 111
151 302 379 308
33 117 48 170
450 42 198 356
10 42 69 50
740 261 216 214
658 476 502 244
385 243 713 333
537 470 432 51
31 374 477 386
369 79 659 142
102 370 66 25
531 83 21 441
460 283 671 243
769 496 141 140
624 310 279 299
304 161 656 47
261 278 256 133
778 258 336 106
689 487 229 374
176 113 441 240
672 481 369 383
99 87 325 340
798 101 99 236
640 7 554 226
764 34 510 232
736 164 784 68
781 319 444 257
691 109 784 112
81 51 341 364
764 235 791 17
811 227 434 431
257 225 201 218
166 268 392 472
347 114 34 316
92 192 689 89
570 40 379 476
178 288 155 491
134 284 686 207
441 323 662 224
373 98 351 293
183 117 47 159
662 292 261 134
294 42 729 445
327 95 238 343
409 239 544 14
485 445 280 239
707 110 228 99
88 321 454 166
581 190 547 129
122 399 173 48
194 247 665 476
79 113 299 15
293 439 387 193
603 422 350 6
212 102 667 146
159 468 671 483
352 46 392 51
406 236 291 249
311 426 518 62
502 270 95 438
669 396 283 46
57 13 283 251
809 365 342 458
220 78 191 261
818 186 65 323
257 70 497 350
620 79 586 179
614 477 450 61
158 209 721 408
140 60 565 51
387 137 250 221
411 358 263 200
165 262 415 147
516 305 813 40
62 247 138 199
467 77 11 249
238 168 597 181
165 144 305 283
202 99 722 502
43 159 535 441
100 45 636 384
24 465 762 200
133 479 432 447
288 343 717 264
686 73 234 255
716 24 493 464
797 326 406 381
774 354 759 491
364 123 125 457
793 432 380 467
148 120 115 210
5 12 371 81
555 393 700 456
675 209 373 222
296 126 515 444
279 255 187 134
558 397 411 350
683 355 819 382
232 147 602 404
348 69 342 113
618 143 592 130
737 483 735 18
111 214 753 44
640 266 385 414
361 395 800 255
21 138 91 275
630 383 693 278
231 47 509 380
290 377 736 468
343 154 572 245
717 39 728 300
601 244 760 450
392 358 338 388
510 314 537 429
754 27 619 74
105 383 317 83
8 415 198 16
407 331 551 253
755 186 774 4
808 103 68 110
614 488 732 339
32 190 147 262
686 245 649 20
248 144 663 123
84 488 456 331
751 235 319 432
731 176 508 267
467 476 175 62
789 445 172 413
524 186 698 469
645 355 153 372
128 279 718 44
673 355 104 212
127 209 776 344
159 400 582 115
282 305 713 349
195 466 399 474
40 119 578 240
353 344 334 382
782 370 152 211
197 419 689 62
665 210 648 249
764 456 466 241
204 62 523 492
540 393 689 366
583 461 329 90
478 143 450 197
10 167 574 167
31 283 134 353
528 370 656 208
319 231 543 32
483 450 234 456
444 42 602 381
750 314 507 295
776 127 383 453
595 456 809 58
634 34 726 351
93 272 706 34
632 452 427 443
46 270 460 300
616 100 76 15
588 136 650 128
502 503 300 163
508 396 408 221
538 379 657 308
418 285 322 466
176 153 247 286
253 379 741 468
738 355 512 46
539 96 663 381
813 321 471 99
788 3 404 384
602 311 26 77
758 103 238 156
427 446 405 355
194 479 741 320
333 497 325 413
164 197 241 463
537 418 128 336
371 396 693 504
496 121 210 368
713 434 538 253
131 30 43 195
359 116 288 235
381 104 465 366
640 360 230 401
604 368 529 162
242 447 283 247
771 27 84 252
172 89 411 489
570 43 9 78
613 402 703 69
329 333 498 95
525 421 230 149
743 449 458 134
262 332 693 438
552 36 362 76
629 186 674 83
100 191 756 303
94 432 768 464
351 205 520 433
573 13 573 94
543 153 593 225
38 455 394 168
501 22 155 349
79 254 576 26
255 445 279 444
581 225 794 360
114 13 153 304
3 345 192 387
615 69 499 471
494 16 813 97
538 193 550 444
661 225 10 314
459 174 537 240
67 286 49 221
275 285 694 160
599 161 19 206
743 113 54 203
601 501 231 147
463 259 743 338
287 92 189 185
129 221 815 396
99 343 621 365
707 251 111 504
289 161 677 115
243 388 674 402
684 501 465 192
203 188 8 382
687 408 176 477
163 122 503 357
99 162 323 213
320 348 281 256
83 315 69 174
346 428 778 26
88 94 245 319
783 437 594 115
26 189 599 388
709 328 816 271
450 120 341 161
462 172 565 120
104 347 588 371
147 464 249 294
309 271 480 486
698 192 659 227
179 301 116 435
642 145 72 189
810 237 306 121
619 290 297 418
105 371 135 495
119 8 294 64
735 344 135 456
254 374 168 262
696 150 107 333
27 331 637 356
468 411 249 467
489 124 575 91
795 462 195 77
706 342 183 70
275 385 651 239
141 400 385 233
715 307 496 65
370 38 533 500
779 443 46 436
108 85 377 295
288 254 248 41
255 443 530 21
809 460 623 181
779 271 551 265
300 331 802 87
649 36 814 466
631 2 592 211
179 357 595 245
736 187 427 297
745 114 116 370
221 222 640 151
454 267 570 101
74 422 351 457
84 481 423 151
781 46 305 385
558 117 198 327
55 42 13 91
356 290 771 173
70 396 810 360
650 357 494 59
575 274 28 105
232 94 479 84
460 156 171 299
323 496 664 35
303 377 701 81
194 188 592 234
93 292 250 464
592 338 16 280
309 498 722 267
168 286 654 85
99 316 772 289
423 51 647 497
589 383 485 53
614 27 683 106
389 88 740 363
289 90 117 361
426 53 263 307
698 445 259 246
497 330 587 249
787 109 666 446
154 38 280 14
630 192 736 364
471 95 284 248
621 135 616 26
158 355 257 206
553 67 211 112
704 203 402 100
96 86 156 228
560 113 580 253
119 406 807 22
606 295 89 152
88 328 387 74
772 158 258 314
698 102 693 149
797 265 402 46
322 389 474 443
284 412 235 366
440 307 645 454
341 207 653 179
511 30 576 15
59 162 313 138
512 436 562 115
251 368 751 137
473 233 500 139
5 241 586 254
315 440 375 27
118 226 62 119
245 348 526 446
209 89 678 276
110 183 581 44
654 338 532 417
242 24 208 467
505 458 6 114
243 286 4 124
792 69 143 437
645 41 34 96
258 101 265 55
177 388 188 182
539 482 463 425
349 240 102 87
265 317 666 100
696 193 449 268
293 343 2 25
600 4 700 371
485 427 566 157
794 425 623 308
433 260 445 499
748 67 140 115
634 206 335 259
576 297 212 112
552 492 237 199
330 141 373 482
454 99 618 217
424 397 19 279
714 174 760 82
26 187 228 454
761 441 425 116
56 205 774 433
295 454 384 20
704 104 510 280
734 322 293 151
16 384 28 505
648 374 117 42
145 384 818 127
135 190 784 349
522 300 480 46
26 367 720 420
769 451 681 422
493 444 95 352
75 49 180 16
711 467 741 361
116 351 463 95
724 43 324 288
205 269 362 54
3 85 683 443
803 89 593 451
98 199 364 251
598 463 142 343
426 493 466 504
212 184 706 35
568 160 397 215
704 502 165 403
455 80 515 25
350 289 156 282
113 75 206 413
404 364 274 58
807 56 654 222
670 486 656 149
407 287 732 281
544 290 726 27
618 64 280 192
517 357 787 226
517 9 411 27
119 334 624 365
525 210 409 94
56 217 377 301
642 280 143 426
725 1 433 315
234 156 361 197
567 248 203 404
135 446 209 336
521 151 141 132
545 499 162 339
819 243 236 31
234 80 317 188
206 162 550 8
445 181 285 198
593 178 155 145
202 490 804 22
508 176 518 347
735 408 510 234
385 102 355 61
701 496 297 489
328 352 374 91
119 107 145 411
293 97 265 340
491 47 593 160
119 83 442 124
207 469 469 55
462 163 376 51
589 254 410 199
740 5 36 73
213 378 403 476
770 350 307 187
737 134 573 206
643 496 288 69
188 415 642 342
618 345 199 308
273 64 772 445
40 409 19 58
566 107 448 27
686 119 106 108
89 112 677 283
11 221 37 37
540 374 450 127
68 140 27 239
649 391 275 349
277 398 463 228
181 306 785 364
656 271 545 197
87 478 662 40
272 389 635 31
478 306 259 115
192 164 402 132
464 467 322 304
745 391 405 140
511 417 87 62
817 449 260 19
600 256 608 32
484 452 34 130
393 292 635 38
591 227 19 303
243 290 217 386
562 236 432 185
609 177 754 394
682 461 159 184
783 488 740 67
124 493 609 196
424 423 157 196
71 499 802 336
638 186 430 272
428 219 356 16
65 401 239 126
668 367 692 274
424 46 349 81
249 137 455 296
72 219 155 214
198 247 740 118
409 417 491 275
812 20 34 372
196 386 418 112
143 102 602 479
129 31 21 215
539 80 391 143
222 369 427 466
348 410 712 40
342 6 440 409
409 286 725 215
741 202 191 203
257 281 19 118
643 224 408 395
318 212 374 491
507 311 575 269
30 309 331 67
522 222 546 501
547 492 301 245
299 230 525 333
63 317 616 191
465 49 38 406
145 61 12 267
779 219 217 442
369 366 42 274
260 369 306 55
410 191 801 230
176 64 22 394
487 403 69 465
264 234 489 265
168 435 610 430
208 371 544 329
528 481 649 267
423 373 274 462
37 208 332 349
21 170 691 28
65 108 164 196
580 494 779 379
373 442 441 92
804 475 71 59
334 43 423 302
726 95 232 234
106 164 109 455
299 437 110 477
53 182 180 220
66 180 322 337
266 280 36 503
466 332 635 205
268 141 671 491
475 100 339 125
285 68 114 359
480 418 109 206
85 20 337 145
710 356 733 432
156 443 151 264
759 432 706 45
633 128 709 368
272 456 57 9
21 100 430 352
710 290 494 455
337 89 120 20
629 340 433 27
287 437 93 222
687 310 332 141
207 294 285 150
40 11 787 49
337 445 801 97
621 90 5 396
383 365 535 280
221 318 268 244
752 341 300 123
467 210 646 320
303 236 186 326
99 488 87 384
598 492 206 50
308 362 676 300
580 143 599 251
152 375 102 183
256 313 542 494
65 156 217 321
140 279 749 328
143 175 393 67
507 477 172 332
199 73 486 77
271 85 115 479
43 295 300 399
291 424 737 97
272 374 556 304
188 107 760 14
113 27 713 190
252 145 285 394
713 167 214 25
798 182 34 441
103 381 126 145
485 65 523 149
527 444 323 409
514 281 729 335
91 325 40 449
427 146 686 335
786 392 257 362
805 184 24 292
408 286 37 236
651 292 702 195
378 129 639 158
130 54 442 350
317 275 662 210
43 450 669 5
567 74 28 57
276 50 255 219
801 115 182 333
797 247 735 80
146 93 681 437
776 216 354 205
327 455 374 455
415 61 698 377
754 50 685 143
538 360 696 125
406 19 661 123
265 378 489 20
44 53 346 83
45 312 579 292
29 70 197 270
142 170 635 110
146 407 731 193
188 446 544 68
515 385 656 194
56 26 352 56
718 141 701 320
314 128 112 286
523 94 571 410
19 428 697 366
745 83 334 6
814 32 784 105
735 99 432 456
569 52 565 93
787 11 671 57
111 461 200 420
26 137 289 153
725 228 135 192
142 289 80 143
449 191 794 71
576 491 279 196
397 205 383 2
384 225 819 217
648 348 615 79
128 452 733 13
783 204 529 83
138 466 769 209
539 128 570 314
756 480 676 48
370 272 730 380
44 207 42 486
462 131 555 177
390 439 7 379
361 407 320 277
142 305 809 310
524 302 192 292
761 401 437 460
782 11 253 438
552 437 309 274
632 375 569 236
297 273 753 144
46 460 95 346
234 342 788 61
193 489 266 114
301 8 124 454
698 221 240 106
557 163 42 236
463 232 3 104
156 424 745 219
26 173 649 62
784 115 818 400
521 82 569 198
36 101 493 486
115 240 725 56
562 188 485 394
643 192 119 277
165 46 9 406
31 321 12 81
81 243 403 68
501 471 581 367
263 33 710 130
816 478 372 324
624 307 165 198
278 494 780 242
132 329 196 193
765 471 554 165
687 460 139 385
688 186 325 411
694 233 744 100
523 223 516 473
207 247 109 94
709 105 444 419
39 234 99 233
272 260 315 235
146 125 804 500
336 276 97 430
134 118 326 312
331 235 379 210
808 106 403 117
490 344 660 181
330 367 560 218
306 451 360 26
227 486 250 210
61 412 92 26
650 169 553 491
655 284 352 408
255 454 383 226
478 184 249 415
691 43 779 62
153 227 593 230
493 278 658 188
473 339 79 26
632 197 772 292
319 80 679 302
665 373 337 428
1 57 145 125
243 399 155 297
684 8 131 500
408 214 731 469
519 173 500 26
385 230 34 23
327 32 598 55
42 502 686 82
32 368 706 485
375 162 459 82
242 429 189 295
116 132 136 373
221 329 131 162
576 403 763 505
121 171 677 307
58 252 336 92
91 316 178 276
816 252 398 256
362 200 613 300
310 200 762 341
338 348 555 116
103 61 241 260
367 138 585 505
299 140 730 503
339 283 473 33
117 360 707 27
799 11 267 236
345 137 631 31
786 505 417 40
391 345 591 425
59 260 132 264
391 270 29 304
9 488 91 202
788 251 310 295
389 419 369 36
588 33 739 33
234 37 363 223
88 390 549 173
324 396 338 370
71 239 233 505
739 50 194 315
420 172 4 64
132 201 503 470
374 163 326 290
701 156 624 458
778 445 318 225
789 424 231 424
113 323 770 304
149 152 368 72
391 269 333 149
229 482 407 52
298 245 803 200
292 315 322 382
149 56 48 368
245 139 809 420
223 100 551 300
369 364 191 49
303 122 355 415
754 117 305 359
389 396 689 478
751 409 207 483
699 406 571 239
574 6 774 196
131 351 800 302
623 474 325 126
206 10 550 318
804 407 560 74
547 360 104 274
407 182 786 304
685 38 327 294
609 408 774 102
173 116 276 426
815 71 765 254
782 15 288 162
166 10 553 217
600 369 607 369
365 85 373 296
792 57 289 407
108 68 508 171
713 47 273 446
134 350 31 246
169 479 483 203
458 143 632 135
509 379 168 288
541 25 456 213
70 217 191 134
658 173 8 344
579 1 509 89
778 117 266 13
407 451 494 46
353 1 543 219
122 195 41 167
777 236 66 3
243 363 216 443
194 279 149 465
679 174 605 323
689 302 145 91
716 317 75 120
538 210 664 269
2 355 614 77
623 397 655 464
762 366 726 355
706 180 669 295
323 357 137 169
617 330 155 207
803 109 510 273
213 294 377 385
809 299 626 462
585 393 802 104
345 321 651 115
819 465 374 176
248 272 413 226
340 220 775 358
566 154 60 458
445 101 406 288
713 15 516 40
81 186 130 7
391 393 803 289
392 39 606 276
600 25 653 462
70 370 205 147
249 216 81 142
741 8 393 223
225 390 333 381
197 328 466 14
632 389 116 310
204 19 418 168
269 242 543 81
618 207 318 52
450 149 627 187
190 212 74 208
596 154 761 221
683 112 656 70
387 265 591 195
724 168 448 488
214 197 786 456
268 193 91 302
351 162 137 115
