93 64 476
59 15 26 62
79 35 50 21
81 31 66 62
12 39 55 18
65 25 56 39
91 13 77 21
87 56 92 53
19 54 16 56
55 39 17 45
7 61 26 30
15 20 33 24
67 28 65 62
20 38 89 48
70 19 51 10
64 13 1 1
50 6 77 3
3 7 1 4
8 53 51 33
82 36 63 24
28 51 35 54
62 52 78 7
3 30 42 44
67 55 77 4
20 7 14 27
80 64 62 49
75 21 79 44
85 18 28 23
55 36 13 34
81 19 14 28
17 47 88 58
52 61 15 61
75 53 6 47
26 15 31 25
74 25 43 61
93 14 64 7
34 25 39 53
15 22 53 37
49 63 46 37
91 34 84 45
79 55 3 27
11 2 74 53
35 3 18 36
86 35 37 28
12 9 39 41
49 11 57 35
10 3 38 34
56 13 92 13
58 30 21 46
55 31 74 10
1 8 43 33
73 15 26 3
7 32 89 64
12 34 68 64
46 1 57 41
36 56 83 30
10 28 38 61
17 59 5 32
4 18 23 27
45 64 56 60
4 56 43 11
49 24 51 39
33 16 11 5
1 22 47 29
11 24 48 31
27 11 54 12
43 23 23 11
78 44 58 40
87 39 86 52
52 10 88 12
78 22 20 36
43 27 78 41
78 9 77 62
29 27 47 27
3 42 42 10
84 5 72 47
19 62 73 7
59 13 91 58
86 60 61 29
23 24 79 40
84 48 88 43
51 61 92 50
76 44 17 51
43 15 78 20
12 56 38 37
69 7 76 48
90 14 15 25
63 29 38 17
40 16 8 9
5 63 26 18
29 10 57 16
87 22 35 2
26 7 62 55
73 22 59 36
38 23 75 27
91 50 78 29
7 43 53 40
82 57 43 34
49 49 60 36
56 11 49 50
38 63 87 61
14 14 38 2
20 42 76 20
60 9 48 14
19 29 37 64
88 56 59 45
59 3 73 10
53 15 66 37
65 4 61 16
47 23 36 7
63 8 29 35
57 52 29 2
87 36 49 3
72 61 19 38
91 47 75 19
50 62 20 10
41 60 5 1
59 31 86 32
24 12 37 54
13 46 31 41
86 19 58 16
73 33 42 45
32 11 28 38
53 5 32 29
92 37 19 19
77 56 33 4
39 49 50 53
50 22 46 39
14 46 1 37
45 29 40 17
50 30 87 63
38 12 61 34
36 48 76 62
9 2 16 50
11 20 67 15
71 10 73 31
75 54 70 13
52 22 36 11
71 24 50 19
62 36 33 20
24 24 25 41
67 41 87 57
72 13 29 21
29 24 17 27
80 22 93 31
59 24 70 48
75 13 82 43
33 42 85 29
81 3 17 11
67 42 31 9
63 13 83 55
83 39 41 4
78 28 85 19
89 25 73 2
67 14 51 25
15 45 34 18
42 26 82 20
93 25 80 43
2 30 10 23
10 14 10 1
59 58 74 37
90 15 21 55
46 46 30 11
77 14 38 51
56 44 26 47
64 54 63 12
63 19 7 51
55 22 26 46
21 15 66 3
45 25 38 27
1 7 70 37
2 57 33 25
18 61 30 29
51 14 84 26
22 2 46 7
79 37 17 57
13 7 69 63
90 23 86 36
88 41 27 22
89 51 60 39
92 44 86 41
41 49 17 48
52 64 62 32
25 36 53 33
87 33 84 55
13 36 5 27
89 30 60 53
90 30 64 51
90 29 62 8
46 30 91 15
26 44 52 51
25 49 4 17
71 25 79 62
38 22 39 7
70 2 80 56
93 46 34 32
30 10 49 34
40 15 30 23
45 37 7 14
28 34 7 27
88 26 18 6
21 54 5 37
6 23 82 23
62 22 66 33
80 17 71 12
29 59 8 50
27 52 73 23
12 31 49 53
31 42 13 31
76 10 26 6
46 41 88 20
59 14 70 52
2 54 51 21
74 19 11 40
79 30 93 64
46 63 22 41
57 32 3 11
48 61 16 62
20 48 8 42
84 36 54 26
51 1 28 63
93 7 1 54
51 44 75 48
51 12 73 52
69 41 42 53
51 30 77 59
67 43 68 63
79 63 45 58
65 44 85 2
86 37 64 35
86 17 23 51
81 60 49 44
24 61 48 41
34 22 88 21
72 11 61 63
56 28 14 9
40 61 39 54
17 33 50 31
56 15 76 45
50 28 23 13
47 9 48 58
55 8 89 13
22 25 36 58
57 13 18 38
28 55 2 52
42 64 89 12
49 45 20 8
77 2 85 49
40 62 81 18
48 64 4 48
56 19 39 18
70 57 26 27
15 38 89 41
83 25 21 35
62 35 46 28
85 3 91 38
66 36 68 11
7 57 71 38
78 11 6 31
84 13 40 63
3 48 74 12
3 43 40 47
54 38 29 31
40 1 46 51
85 58 28 41
60 31 29 36
38 26 39 4
9 44 39 47
27 25 78 31
49 60 33 55
86 48 87 23
25 44 11 19
88 61 61 10
31 4 70 41
13 10 65 64
46 40 64 17
91 64 68 21
74 39 66 43
2 37 76 33
57 19 13 33
40 27 68 62
54 54 48 45
70 24 38 52
59 51 13 47
76 34 61 20
40 33 18 21
53 17 32 1
84 61 77 12
78 58 9 28
27 10 22 12
70 39 79 61
33 46 33 15
84 64 82 34
65 59 69 15
78 35 74 44
42 34 75 10
12 29 29 33
18 24 67 8
89 39 87 41
12 46 68 35
89 34 91 44
4 30 89 54
