784 907 53331
428 642 149 63
590 689 47 510
469 881 416 387
774 664 455 646
441 790 672 546
203 665 70 552
613 66 220 692
644 262 222 694
252 281 482 75
6 363 477 654
306 237 611 399
490 309 409 7
699 329 551 730
139 651 736 623
315 736 386 693
359 415 624 162
188 502 121 674
626 42 224 352
477 605 272 729
423 272 34 142
509 378 539 541
673 351 61 383
328 766 220 497
435 516 299 737
391 361 723 330
424 278 77 655
609 832 505 600
95 71 19 307
5 828 284 623
217 667 754 819
686 592 217 669
507 104 226 10
519 733 761 511
590 731 146 381
483 900 770 199
237 892 159 731
530 349 632 396
229 775 415 515
706 71 158 67
438 361 10 727
503 588 185 334
12 141 596 99
278 837 71 169
3 810 182 518
219 391 175 162
42 588 336 696
484 524 176 700
52 13 202 106
164 238 76 243
281 901 223 531
574 409 41 369
46 858 105 55
380 620 612 56
646 274 558 321
35 677 121 822
745 601 34 179
561 605 584 623
646 537 313 30
96 793 248 531
722 223 94 669
644 642 658 114
256 4 261 358
263 375 592 169
727 461 239 610
55 560 270 209
337 334 427 559
639 401 476 412
218 357 722 714
181 888 41 726
570 209 454 842
198 238 19 240
324 505 218 758
119 558 205 195
650 686 412 878
294 860 544 158
162 673 467 553
521 199 572 82
594 650 464 697
580 878 356 62
519 512 342 454
779 4 499 125
252 434 337 160
653 808 685 354
625 110 229 381
168 386 657 394
422 404 158 209
297 278 456 74
645 778 201 235
237 879 730 646
367 821 318 293
303 612 772 258
765 843 562 533
381 686 655 126
589 330 713 621
339 548 666 79
311 203 781 714
289 792 163 851
161 223 257 728
596 785 715 692
108 631 386 303
182 662 467 454
556 486 313 99
626 112 400 397
120 448 427 287
442 830 594 662
588 724 446 878
776 718 16 548
782 284 93 437
145 513 490 712
67 610 703 118
362 252 563 64
264 506 396 182
603 561 343 841
440 343 370 112
172 901 150 577
642 250 566 7
612 757 12 222
743 362 716 799
498 867 166 190
386 762 55 763
625 617 158 306
589 11 612 498
373 887 118 227
217 509 364 147
589 396 253 377
405 638 79 732
172 279 131 793
414 701 756 65
675 825 606 630
95 373 165 690
678 460 669 579
113 882 2 533
506 266 726 32
327 197 65 210
742 155 103 7
642 155 298 877
56 753 175 225
498 263 747 300
724 345 12 79
1 850 526 672
360 694 45 508
326 763 513 654
519 12 5 902
187 27 153 736
563 308 415 288
77 484 232 110
363 777 691 789
547 494 100 56
601 766 329 544
81 800 261 100
610 382 366 530
166 113 338 183
38 825 762 395
325 649 584 892
605 36 426 548
369 283 563 804
156 163 716 444
102 3 713 868
339 70 784 487
406 468 731 427
511 354 707 833
212 246 67 684
628 896 527 476
81 482 775 745
66 190 641 654
637 251 572 700
39 727 359 49
747 661 18 347
150 603 387 507
449 122 417 591
468 314 275 335
27 530 391 77
468 875 113 168
249 562 356 698
353 96 268 885
585 24 684 544
157 848 116 792
267 575 710 633
39 899 498 510
76 91 29 437
689 74 17 69
281 185 385 882
60 93 499 49
403 108 104 884
74 499 352 433
71 666 345 488
476 808 525 283
567 460 331 737
38 888 762 472
294 208 46 635
331 292 771 394
239 871 499 227
130 95 343 250
750 539 499 295
157 888 376 392
186 326 204 805
224 870 663 604
38 885 487 545
619 267 775 71
203 413 630 395
159 512 406 828
674 890 534 831
664 884 511 560
456 466 83 627
552 892 179 207
421 308 670 517
561 59 174 430
389 870 714 387
501 67 171 581
750 572 345 489
632 861 370 262
456 838 475 68
482 188 404 347
4 722 453 888
403 887 116 600
326 314 695 366
85 643 495 150
272 646 535 777
153 904 764 66
26 180 130 581
641 27 299 754
104 243 8 277
575 575 418 383
274 870 309 615
498 464 83 95
27 807 538 149
395 81 280 758
695 621 405 591
98 448 269 802
203 57 550 153
358 436 552 701
520 594 22 343
120 4 522 509
228 22 512 663
757 545 696 237
772 753 681 447
684 869 557 375
88 410 345 341
699 445 628 893
765 104 322 621
400 508 482 320
358 156 63 455
529 128 563 407
551 672 236 633
10 26 72 575
222 700 449 546
420 802 551 682
537 173 361 336
640 255 562 38
541 441 762 476
523 345 193 174
581 72 570 386
772 416 379 178
187 809 582 649
207 732 478 469
561 856 32 313
592 546 685 248
420 164 258 637
587 784 694 749
184 646 294 361
85 155 667 850
704 757 716 614
653 539 639 142
430 297 288 196
27 460 162 593
428 637 476 295
281 168 358 366
87 84 142 103
633 549 397 241
228 492 373 749
775 156 68 374
612 353 406 859
218 630 566 547
10 459 406 600
779 297 760 677
86 146 424 106
104 441 764 274
676 270 525 600
72 354 234 113
418 241 171 720
86 80 644 558
385 799 186 824
749 804 282 593
226 430 357 385
215 406 720 718
759 213 92 634
604 757 627 867
590 292 552 808
342 461 705 723
377 767 157 837
239 238 476 148
199 481 515 347
467 582 395 344
433 91 271 137
107 686 756 271
208 890 140 730
138 350 464 267
741 24 343 826
545 602 171 223
85 131 297 81
307 132 571 586
459 552 171 1
558 474 600 820
323 606 189 56
256 406 309 80
213 37 735 864
54 839 736 762
525 550 21 770
469 98 338 905
447 85 730 724
636 531 96 393
588 373 602 14
273 757 664 449
172 463 227 674
216 824 564 478
776 874 4 584
96 844 393 588
529 904 283 588
558 89 68 66
139 731 550 545
466 745 432 724
519 239 474 283
254 266 607 788
626 117 267 635
394 70 572 124
641 142 292 280
374 292 65 228
385 890 69 670
508 379 360 489
560 662 525 702
174 579 130 751
279 554 660 397
305 22 623 870
609 142 313 274
489 486 154 577
507 199 186 767
169 366 440 333
445 382 81 432
177 657 781 595
502 1 679 794
662 154 82 745
759 530 277 171
30 838 351 499
73 537 611 79
481 539 280 169
122 128 588 326
615 403 180 110
641 320 701 189
214 299 283 446
647 359 428 554
131 389 493 437
411 890 556 637
161 899 18 205
202 674 351 805
528 407 29 404
326 78 186 149
81 186 739 48
259 676 718 109
667 803 211 173
451 328 86 455
492 652 192 240
461 532 619 549
469 516 479 704
143 792 529 360
342 793 746 76
600 324 763 149
191 358 512 522
769 459 601 270
204 323 32 21
155 790 23 734
92 46 651 403
505 41 736 232
573 883 461 331
602 532 484 206
459 870 353 719
476 640 765 327
303 444 232 459
217 318 89 802
209 720 424 654
580 99 560 2
90 761 37 1
235 573 504 107
137 725 411 788
146 205 268 78
56 692 36 258
194 109 37 586
509 299 680 111
378 380 611 171
121 701 76 347
40 46 38 93
702 578 419 213
615 783 17 427
370 202 459 348
751 324 295 603
18 880 193 79
122 444 414 744
624 6 39 383
216 7 146 469
597 622 306 520
552 784 115 728
91 223 370 850
211 635 765 753
494 238 268 571
129 263 38 191
715 138 327 43
675 112 58 651
252 122 354 505
470 585 281 240
673 675 338 179
726 415 743 56
746 806 76 279
426 507 729 847
40 162 682 878
127 482 664 813
517 294 55 417
115 89 38 198
13 58 209 305
524 94 114 802
48 371 496 777
43 311 649 37
502 454 678 534
448 295 776 675
131 189 221 198
604 679 15 227
172 774 636 481
378 745 735 87
252 527 125 102
296 444 319 388
603 122 308 482
125 818 262 287
117 394 360 88
763 459 538 471
8 481 63 127
636 547 468 530
742 899 30 580
379 848 756 404
522 66 429 176
668 445 644 838
86 264 510 827
232 907 498 722
258 801 497 32
167 871 579 550
576 649 152 398
669 266 415 341
275 842 375 876
413 818 198 258
627 3 130 702
294 569 198 218
463 730 559 301
207 129 291 616
245 108 409 160
564 68 132 364
663 374 413 561
114 452 581 244
648 538 239 410
242 533 749 836
121 113 308 87
539 67 589 63
86 589 256 242
188 332 337 697
136 505 188 273
6 124 91 880
86 281 692 708
287 652 286 484
625 187 692 868
126 51 389 91
54 537 203 16
610 547 346 743
510 318 203 378
463 774 49 349
116 221 248 706
409 804 7 868
72 708 73 426
108 786 362 591
405 850 485 836
247 541 691 886
42 11 355 439
553 601 226 634
127 892 503 728
638 65 290 747
356 47 299 348
360 533 680 98
734 703 448 776
358 291 486 738
510 535 455 125
24 827 522 625
689 479 642 188
1 872 421 336
336 661 624 665
698 572 82 114
308 638 454 254
671 549 157 137
188 547 173 823
188 198 285 580
257 536 450 884
736 380 185 754
250 177 634 795
684 416 395 906
254 412 59 843
28 674 594 273
324 872 380 208
137 364 424 565
151 235 78 372
330 564 599 113
634 455 426 758
268 529 199 761
725 221 80 347
119 680 627 146
85 235 164 175
581 512 606 883
476 532 493 365
731 85 111 383
654 16 278 340
768 53 638 607
495 418 578 388
386 656 665 538
703 158 581 611
702 27 352 834
301 641 334 351
131 437 748 12
165 253 533 770
560 304 306 867
204 56 396 840
251 433 246 434
86 206 758 544
341 325 619 273
774 228 724 14
178 556 374 372
619 28 637 47
468 201 437 306
90 709 349 132
167 719 369 861
700 686 614 721
652 711 88 399
167 539 165 486
721 539 611 829
476 86 574 291
347 446 638 897
305 642 657 178
482 353 428 732
221 418 406 458
274 597 427 474
170 762 423 40
96 172 304 392
301 801 100 866
445 194 515 553
319 736 582 136
516 556 669 112
555 403 505 86
76 726 515 306
443 693 245 380
523 894 394 779
23 464 656 573
770 166 644 756
235 505 445 755
101 715 446 821
87 80 433 312
382 887 511 471
453 728 267 814
698 783 744 249
297 413 382 454
273 362 364 487
362 132 343 122
716 439 391 48
217 57 8 633
17 426 411 122
348 106 256 341
439 685 170 248
102 529 698 358
418 677 491 298
47 500 344 517
258 819 490 74
521 55 664 245
501 80 639 273
764 575 187 851
390 395 568 226
273 323 166 740
388 720 768 338
180 709 408 173
77 517 158 790
438 732 506 232
109 155 200 876
539 246 483 765
570 89 680 522
685 238 516 95
341 335 748 286
66 271 272 406
751 254 62 55
262 852 146 267
744 652 758 214
282 129 444 239
762 734 277 151
356 85 617 260
533 3 170 389
66 180 179 528
643 584 783 375
383 903 54 272
270 884 358 12
606 319 386 501
334 876 94 799
374 882 362 210
92 59 761 486
377 644 776 150
602 450 664 243
254 413 458 186
662 776 49 628
500 739 625 104
731 349 626 392
100 346 163 510
713 485 723 680
726 885 601 136
136 830 685 305
267 783 231 139
330 630 198 903
641 283 127 194
766 868 302 362
744 242 738 203
216 439 388 577
599 589 415 338
77 223 174 248
34 248 118 410
348 108 441 401
748 888 394 20
26 737 663 865
128 689 280 229
664 3 408 595
71 681 276 525
759 256 403 66
598 542 529 506
24 739 534 836
480 844 736 712
607 651 353 525
425 636 163 401
124 129 196 142
37 837 513 128
292 904 296 820
519 631 586 704
158 465 201 705
670 128 647 486
622 594 150 87
309 806 51 570
429 114 179 871
764 267 249 852
716 239 261 827
303 436 90 58
162 560 213 331
545 845 758 140
122 338 736 296
781 34 592 388
58 894 395 308
459 768 713 782
320 692 471 843
296 69 173 877
429 30 314 161
585 682 447 102
121 449 541 751
82 704 234 541
308 578 401 249
312 259 156 504
503 389 352 614
200 242 135 127
768 222 763 524
672 268 331 325
267 304 544 244
34 695 641 762
282 604 253 389
695 126 458 53
211 68 479 607
199 309 640 218
307 334 499 773
5 418 324 207
698 897 527 624
409 707 521 33
246 503 403 174
692 541 577 573
152 782 95 78
462 334 135 899
343 93 691 83
234 737 210 475
178 779 733 738
449 341 2 593
232 841 271 893
356 49 305 319
87 108 289 71
492 119 420 205
653 586 158 653
585 673 76 241
482 285 323 752
534 787 734 226
437 357 285 390
258 521 752 445
489 16 665 854
129 324 784 734
13 624 403 78
372 310 540 391
771 849 609 462
643 129 515 889
707 24 770 439
596 391 145 895
360 444 18 580
83 423 568 863
710 599 57 317
618 808 481 625
279 398 278 256
370 518 619 688
464 668 571 340
564 237 683 425
604 66 397 348
318 569 600 222
477 711 79 189
107 97 278 124
679 712 408 672
473 286 448 322
39 888 634 190
368 429 763 196
6 519 134 720
645 315 696 125
644 465 549 356
187 354 363 552
270 208 110 518
307 116 91 241
612 185 616 673
588 486 748 504
256 165 623 806
593 416 734 550
193 738 450 57
514 455 428 827
679 140 408 168
346 277 377 429
19 411 649 623
187 800 125 147
753 435 236 216
380 182 519 268
22 559 378 567
770 258 318 618
400 190 600 758
389 280 654 559
703 864 740 45
778 612 365 388
435 505 671 887
300 708 308 361
33 30 510 321
362 670 48 266
304 826 227 209
625 250 427 47
771 439 518 842
403 287 112 257
766 96 595 72
153 725 235 398
738 574 502 343
423 762 118 356
561 580 524 169
56 904 712 171
349 346 436 144
431 391 581 862
143 697 299 445
631 879 41 179
87 122 556 342
370 276 78 264
383 29 51 282
633 803 157 58
495 54 158 367
629 110 197 738
236 299 520 42
425 324 752 560
33 260 191 13
694 20 661 793
772 597 350 557
729 872 210 819
396 256 348 444
110 150 552 661
495 7 430 311
66 722 534 62
691 317 734 27
79 870 91 500
91 232 41 148
189 880 669 264
312 815 39 219
301 501 275 797
555 33 244 495
269 809 22 880
357 424 137 110
663 799 400 232
727 464 125 416
606 685 509 881
515 302 106 410
550 242 485 832
544 728 410 573
632 838 62 24
728 658 617 159
228 574 725 583
583 289 222 381
489 794 355 306
638 821 259 835
340 183 280 705
497 764 344 195
16 553 606 306
478 562 67 142
150 698 263 893
475 10 73 669
32 417 643 309
283 541 238 117
19 821 463 294
386 564 386 722
317 500 115 110
160 724 107 48
124 863 193 226
532 832 360 718
11 337 460 112
573 82 363 595
159 223 305 632
238 275 332 344
233 307 576 630
419 63 522 136
628 179 200 507
726 859 7 96
180 902 315 549
41 112 427 499
113 450 440 113
39 186 199 661
741 130 22 60
675 709 349 506
469 875 487 525
467 737 696 191
697 5 682 560
608 805 633 611
697 247 60 746
717 851 390 580
140 118 195 550
642 183 353 693
90 645 102 108
110 273 583 401
394 562 608 796
739 644 175 866
307 479 533 843
181 550 250 58
553 782 367 642
102 639 451 513
131 356 769 693
386 151 120 15
278 508 375 791
359 110 782 255
679 578 399 531
583 114 337 828
48 111 541 460
698 226 216 520
731 821 6 153
50 236 541 106
774 691 728 802
83 519 85 651
550 836 452 101
425 43 592 590
255 263 143 350
406 826 116 561
575 145 740 108
188 232 185 143
171 9 210 573
710 489 175 452
556 292 552 81
267 116 131 333
30 255 248 809
702 814 154 751
198 729 38 239
49 177 223 904
361 124 731 330
696 717 295 356
133 314 142 780
294 359 182 864
296 156 519 591
206 6 231 697
75 644 613 561
23 191 581 748
418 24 399 161
158 616 302 270
92 150 747 210
440 149 214 743
656 456 2 175
606 241 739 229
576 407 685 479
72 352 152 8
456 693 419 660
579 83 680 552
544 465 278 389
376 546 235 476
325 205 548 327
359 193 91 52
423 96 548 320
726 130 784 694
689 592 759 708
340 588 508 8
73 280 552 560
376 481 130 57
619 691 260 601
750 658 270 44
117 735 42 731
186 356 619 595
467 162 95 791
486 495 409 693
14 251 288 769
278 41 270 262
457 369 220 287
292 618 93 615
486 89 551 49
541 352 454 480
147 538 729 687
603 676 588 875
172 682 408 211
54 57 133 358
246 723 764 573
570 49 320 547
776 585 122 835
362 581 472 818
640 694 146 864
419 784 750 228
2 405 14 334
594 400 685 290
671 846 616 701
195 371 570 659
219 701 754 232
518 74 688 533
592 624 91 189
678 158 405 899
249 712 600 588
490 466 484 818
752 593 200 646
200 285 180 216
159 131 146 338
6 846 453 782
594 1 454 232
378 120 553 63
215 403 557 788
393 211 625 898
465 532 377 366
151 710 779 122
501 704 123 890
592 335 48 559
196 766 272 338
177 744 440 669
430 423 731 542
588 859 601 627
53 549 168 547
630 54 744 30
535 712 528 405
678 734 783 229
433 570 238 225
195 797 502 125
167 662 197 202
718 292 692 22
498 904 704 295
691 563 277 482
506 660 414 85
182 710 590 134
179 143 778 799
51 529 410 413
578 800 567 319
256 607 738 507
26 410 655 508
767 541 592 502
506 728 528 119
316 748 381 305
309 149 200 313
269 24 368 585
700 614 745 243
234 606 368 522
15 750 667 717
279 188 653 806
547 597 617 145
398 227 58 391
526 178 576 596
58 669 150 337
684 696 673 66
493 18 376 597
702 93 523 279
409 775 317 791
521 81 362 757
654 411 538 799
13 420 702 690
43 535 476 374
638 497 195 469
680 216 379 742
275 123 714 544
524 202 515 404
120 96 334 473
167 12 721 775
37 544 717 623
501 627 474 156
528 574 557 482
590 194 475 343
604 518 306 876
682 448 175 740
693 785 70 867
186 167 163 442
765 864 569 650
75 314 97 798
592 158 588 47
768 553 421 844
37 340 401 740
347 595 271 457
309 710 613 13
197 856 401 208
237 278 634 204
523 714 775 379
486 894 446 142
393 404 557 591
237 621 438 197
499 329 168 860
566 110 523 847
413 511 70 110
772 510 760 353
741 396 654 104
538 718 433 876
4 500 307 602
286 245 21 303
13 515 646 160
68 193 212 631
293 692 84 636
633 6 308 152
361 615 719 697
347 608 188 214
133 450 121 75
348 664 200 333
19 283 223 686
440 396 386 223
498 628 61 252
32 664 281 775
451 890 229 134
350 680 362 312
738 290 377 295
434 200 571 258
357 450 46 812
447 383 757 371
756 511 481 655
311 761 489 191
240 601 37 849
342 800 358 700
474 305 513 309
595 665 221 618
395 668 528 520
783 897 154 853
145 804 85 339
752 291 608 608
337 336 157 355
580 241 662 704
127 318 771 670
210 163 291 741
540 479 451 583
145 140 425 861
490 825 441 159
161 698 166 380
543 811 481 513
273 902 615 299
51 156 687 609
520 328 272 703
56 117 75 531
145 486 596 307
470 707 467 691
624 329 234 340
361 674 662 570
601 824 758 226
767 175 766 574
467 722 758 753
395 507 2 870
382 144 581 399
104 367 459 463
604 79 406 715
716 221 413 762
600 600 307 457
578 361 3 603
286 9 41 858
246 147 273 328
119 270 495 405
373 877 453 838
381 867 622 348
86 902 715 852
95 375 94 763
568 240 503 793
690 455 326 291
518 600 348 235
718 863 123 797
428 451 629 678
478 149 651 779
609 889 208 733
167 897 290 500
640 172 309 73
689 834 52 415
188 679 66 94
473 760 147 614
575 329 359 100
596 843 610 47
390 200 468 712
667 71 230 830
222 834 48 606
228 383 167 563
16 656 385 451
774 692 130 767
669 779 586 797
689 892 140 729
355 380 376 122
628 569 130 656
547 64 478 816
567 739 556 250
648 788 310 624
409 353 465 199
157 30 68 147
654 776 634 798
96 776 632 204
139 716 408 774
138 313 425 872
779 408 47 551
157 138 6 775
102 582 156 571
491 818 39 902
72 619 775 842
729 142 281 762
172 29 234 279
687 668 463 868
387 312 30 115
233 196 317 531
322 590 325 617
486 727 14 411
113 656 163 61
541 42 177 54
440 117 255 690
308 181 375 8
485 757 100 752
456 502 580 109
547 715 343 549
244 639 651 885
72 474 709 329
462 784 131 800
67 503 277 627
291 600 82 834
304 454 12 117
322 292 298 133
215 105 108 678
525 593 386 33
16 442 253 887
347 102 276 846
519 65 599 859
539 776 671 498
606 694 7 68
120 783 655 719
468 891 453 769
551 48 344 854
209 855 243 907
232 697 435 492
411 773 544 766
689 578 501 219
194 502 121 212
764 836 717 374
59 220 87 13
154 316 45 528
328 147 608 542
752 466 450 185
244 614 344 7
457 55 108 623
354 78 511 78
90 153 331 613
6 37 635 81
312 281 433 387
464 558 707 137
242 761 167 399
627 48 355 416
374 30 192 550
434 726 436 491
258 704 3 667
476 6 230 97
651 437 249 457
545 21 279 550
562 864 779 201
71 830 235 493
639 340 708 839
740 892 234 882
318 514 84 638
737 159 422 574
576 656 201 248
97 434 673 287
79 191 316 320
486 87 321 33
165 416 166 7
664 248 639 428
437 204 386 113
169 165 418 623
43 529 33 822
493 616 4 831
290 93 501 539
114 233 591 31
441 373 48 398
370 226 222 859
473 464 181 8
123 23 161 759
1 240 398 576
25 677 140 677
69 636 739 610
440 663 530 268
371 149 449 179
376 305 257 119
120 232 92 389
651 290 730 448
86 165 116 724
704 589 89 209
419 648 769 178
648 877 616 583
539 527 130 704
252 288 379 629
113 187 152 825
720 811 460 481
431 173 298 12
3 262 21 430
443 152 67 589
556 459 421 422
499 366 230 721
215 476 85 217
258 839 660 472
340 68 606 563
723 179 534 878
149 516 366 186
105 349 505 150
672 119 613 3
628 279 674 823
141 211 409 770
387 661 38 769
197 371 653 796
426 410 50 787
706 415 83 695
550 137 674 244
445 387 51 171
115 40 448 770
515 29 246 743
406 248 144 491
83 140 162 540
101 816 78 357
547 890 342 428
46 135 458 849
173 58 377 547
341 869 594 536
222 90 733 362
672 427 572 164
319 673 299 89
447 325 550 405
428 809 227 494
552 146 481 692
343 737 250 239
617 734 147 546
200 279 649 731
289 199 434 251
217 56 474 564
286 836 36 705
464 163 304 429
361 904 412 272
26 650 712 844
550 856 384 328
211 387 414 72
323 197 676 326
33 156 108 358
277 118 339 565
191 686 373 363
459 644 361 832
87 196 734 500
759 889 49 429
498 176 99 357
136 143 231 641
77 405 612 816
764 541 762 48
205 712 630 664
219 52 619 182
436 354 464 271
522 343 146 886
123 356 260 486
302 302 208 567
112 450 265 15
372 134 84 855
437 253 692 53
766 890 365 621
621 224 317 5
99 705 263 362
346 739 381 590
70 566 582 614
321 346 734 16
26 242 102 416
275 157 254 874
162 124 77 821
655 714 240 906
677 540 784 647
469 882 593 200
159 227 128 470
748 77 393 164
718 866 450 475
175 717 756 492
595 98 487 787
74 641 289 673
83 443 645 502
76 583 17 190
357 504 537 153
525 25 299 782
362 5 329 97
619 114 318 11
200 217 411 684
348 729 110 174
452 486 118 281
696 666 49 18
87 190 107 873
349 259 282 374
447 636 477 414
3 385 709 587
202 786 270 677
316 720 160 285
26 172 233 369
586 843 95 888
490 667 543 633
307 524 760 315
382 363 770 211
411 815 297 775
703 580 314 644
360 685 463 703
458 78 758 895
123 560 605 604
315 510 336 419
738 143 293 798
564 587 631 641
126 816 681 695
676 158 443 464
130 896 596 594
82 557 207 525
212 198 420 797
769 458 506 576
195 233 43 274
119 30 421 767
759 864 360 768
697 402 597 841
641 891 47 290
540 579 435 193
235 776 628 319
689 577 629 419
484 869 254 230
258 876 469 46
4 45 499 794
180 300 746 266
252 528 193 130
92 138 384 183
335 448 578 87
375 121 346 46
508 715 548 748
338 428 716 328
261 135 475 409
518 739 384 236
590 287 495 86
623 327 780 255
303 413 280 556
36 406 346 312
575 158 209 848
778 695 123 251
313 850 513 85
265 39 151 479
121 511 299 424
504 304 131 263
103 531 184 156
28 59 40 198
130 396 628 499
25 581 439 821
703 409 139 400
444 907 67 393
696 185 201 621
203 107 745 196
194 370 776 199
453 238 773 599
732 8 181 104
348 173 670 730
468 860 512 265
42 207 419 62
211 611 238 834
64 160 214 9
498 243 614 812
647 845 542 395
387 420 166 184
21 828 103 476
254 42 525 545
94 805 199 142
330 778 414 350
621 250 488 610
605 819 669 362
175 25 672 199
479 168 262 837
85 861 741 378
443 603 50 831
145 670 620 750
676 656 115 63
78 760 10 369
740 746 587 428
13 227 223 42
98 341 140 584
582 396 648 792
129 813 456 886
239 825 548 575
31 246 154 165
684 120 661 221
479 698 148 767
671 74 179 509
149 777 229 536
440 429 272 845
158 590 200 353
335 777 467 222
606 583 312 689
658 141 189 31
556 262 591 41
382 440 768 849
144 321 647 347
8 341 95 320
627 61 70 303
211 24 91 614
342 118 516 99
348 527 625 417
544 576 653 91
226 739 142 627
197 1 506 561
631 707 249 34
357 427 211 617
462 599 436 745
556 796 114 809
187 697 95 89
536 693 147 508
772 119 391 673
762 501 634 317
179 267 744 34
294 401 21 506
719 249 188 266
494 244 295 767
692 346 217 210
254 79 350 209
599 604 710 234
164 570 232 232
39 459 182 545
612 148 246 333
772 209 638 352
516 707 175 733
434 470 306 702
52 650 637 853
630 105 630 888
211 218 159 736
691 274 734 572
604 351 706 102
451 61 154 499
305 73 76 825
333 346 142 218
508 390 172 248
114 835 774 640
1 184 508 685
199 695 398 847
145 483 745 442
601 678 182 702
356 540 364 791
271 157 199 8
326 774 610 495
175 553 395 400
521 652 36 219
312 146 327 681
98 593 5 249
12 445 757 298
543 229 205 590
502 55 417 330
563 395 282 369
264 378 617 183
234 101 289 115
276 32 390 701
313 135 54 32
568 677 308 765
3 291 594 150
181 740 458 657
653 39 456 347
228 550 442 87
87 421 550 54
173 55 95 31
529 295 607 435
219 480 736 438
687 324 404 238
49 324 360 747
83 431 153 870
331 486 666 584
91 813 675 833
769 896 399 156
