933 503 25811
462 461 828 52
538 147 657 137
917 292 798 189
828 83 400 68
152 28 281 232
693 127 663 433
811 361 316 334
345 28 432 234
932 277 299 472
378 465 233 146
73 170 897 441
539 8 853 418
122 2 574 420
50 360 453 74
80 274 702 389
515 28 387 193
191 4 524 426
24 117 602 503
854 135 580 359
407 409 257 202
709 456 167 385
527 95 439 498
576 348 158 96
617 309 704 92
83 232 617 283
751 370 482 65
667 19 516 18
102 383 547 127
664 121 177 463
524 151 31 177
885 175 879 439
434 217 807 5
124 366 482 247
536 242 199 257
507 460 194 211
923 372 646 245
538 134 560 185
638 79 874 474
678 114 841 370
583 140 772 491
54 103 394 132
928 16 892 263
872 242 629 241
202 167 505 245
880 54 787 259
136 102 374 134
402 433 570 85
489 58 630 448
661 205 145 380
638 61 538 498
623 269 96 237
914 206 333 24
710 280 259 313
357 137 679 60
334 73 133 346
600 312 419 378
684 65 792 476
432 425 742 421
109 501 917 144
378 87 877 118
742 132 139 333
775 227 128 195
487 230 853 19
215 121 635 279
270 295 231 280
422 34 103 179
4 63 516 262
56 175 466 303
407 246 209 205
660 14 104 40
822 267 792 395
879 23 439 83
928 4 589 303
818 223 815 274
141 259 17 317
345 88 792 87
121 456 675 281
239 14 695 278
581 292 902 209
696 179 175 467
19 31 155 197
45 156 31 117
824 224 533 192
553 6 421 441
499 131 104 441
224 90 363 39
721 189 932 97
732 427 307 278
229 358 817 355
765 427 736 126
150 419 718 476
415 379 804 379
490 495 536 37
113 159 370 52
496 161 168 339
503 6 135 418
845 31 777 180
748 454 390 359
427 264 896 127
395 434 64 262
61 131 547 358
621 186 329 90
251 154 292 351
638 10 657 241
76 151 776 405
128 145 454 52
798 36 331 76
814 397 472 420
319 109 219 489
75 269 2 237
717 362 819 193
743 69 356 360
501 181 441 108
109 137 255 450
719 86 461 291
264 76 709 368
259 445 432 108
262 444 33 36
703 134 706 388
247 414 280 132
932 105 90 363
313 224 681 348
628 30 568 270
858 373 463 94
839 423 197 472
399 215 557 104
828 430 679 418
516 205 22 60
635 494 889 434
691 393 24 33
586 228 193 231
828 100 690 20
662 300 71 204
699 370 713 489
240 77 532 451
119 293 240 342
845 50 743 471
439 370 311 375
341 318 439 89
135 377 442 148
420 188 122 450
747 177 766 182
457 10 547 311
920 468 930 387
201 248 548 163
706 472 594 386
328 97 96 129
51 427 857 421
671 290 487 345
358 77 823 466
104 297 370 344
604 409 643 116
851 310 4 18
787 69 482 30
106 35 862 342
721 163 411 291
315 376 508 30
589 160 830 322
172 392 622 321
551 96 828 484
639 96 774 132
650 165 375 242
362 39 202 314
885 53 183 293
2 356 415 460
724 469 495 321
730 21 365 433
215 115 738 394
238 484 42 301
919 215 454 430
43 299 118 23
280 263 786 325
472 490 611 273
449 307 685 377
255 481 410 3
579 482 71 203
254 397 351 116
27 442 263 479
823 407 416 380
559 375 807 340
899 235 596 200
638 96 460 138
336 415 453 380
42 275 683 418
57 191 814 429
876 451 870 49
529 142 337 221
849 240 414 141
134 209 310 63
593 17 695 440
681 81 555 67
8 292 87 26
428 349 876 33
576 366 438 362
309 488 913 293
854 40 513 485
415 183 556 445
653 185 686 400
128 363 122 410
342 404 402 263
677 141 60 240
479 299 551 163
331 313 318 182
232 251 731 472
476 308 78 387
10 194 772 95
116 418 519 216
750 245 45 326
212 502 753 266
462 97 163 227
23 306 924 466
472 15 703 215
507 170 876 431
923 108 271 16
441 138 707 466
46 237 411 282
396 419 863 429
548 438 384 293
628 42 555 478
212 3 471 206
704 417 403 185
305 443 625 448
642 54 432 5
389 326 845 64
836 496 679 452
808 101 257 200
828 360 828 215
398 258 212 475
307 391 11 324
654 280 685 157
751 186 933 377
323 410 737 414
237 386 886 221
640 237 154 422
396 418 900 198
296 234 640 356
258 285 150 9
79 393 296 425
13 31 252 274
761 248 171 374
204 139 569 5
431 296 188 349
398 156 61 208
454 235 809 492
310 1 710 502
787 284 516 487
565 263 638 176
492 473 503 338
857 90 142 214
490 155 410 452
889 256 86 175
505 334 215 254
499 241 44 261
529 140 143 466
496 136 826 475
500 198 790 476
26 466 112 95
304 358 279 427
703 43 584 55
758 245 321 216
576 110 779 130
436 5 869 385
156 342 929 317
843 176 51 286
248 499 162 259
460 462 932 305
778 498 799 276
107 395 754 52
719 261 881 324
192 322 787 418
210 200 750 144
603 133 578 342
682 456 504 443
189 374 137 367
588 3 260 398
567 322 508 217
646 419 798 118
367 334 401 224
473 178 399 230
777 16 656 365
413 251 931 96
362 220 559 366
870 502 399 459
110 337 503 90
488 480 390 131
512 279 450 212
378 266 874 301
456 426 754 290
601 359 115 173
260 415 852 442
304 185 326 35
410 484 891 41
292 380 364 13
170 196 380 74
266 108 232 472
144 405 393 453
202 148 92 159
45 91 511 443
752 428 495 171
615 160 813 323
407 49 102 233
345 125 52 5
583 376 244 72
545 315 776 266
149 454 536 148
654 158 341 257
401 141 669 221
799 85 609 104
22 193 57 103
231 401 886 39
918 310 35 472
133 443 588 163
601 344 366 398
239 49 823 212
125 322 511 14
857 4 35 463
61 474 427 363
509 472 851 48
783 64 182 130
819 126 384 270
331 21 64 460
108 26 153 193
321 224 645 289
95 453 707 85
300 481 777 331
282 69 711 8
235 398 819 419
96 436 280 419
248 228 30 235
684 368 446 449
79 433 219 390
408 52 320 267
397 54 288 183
128 388 52 435
414 445 438 396
652 20 277 464
714 279 926 476
436 461 404 132
489 103 458 113
546 248 307 152
289 122 422 156
60 94 5 167
498 220 135 59
431 10 289 438
852 475 376 341
620 254 562 218
323 399 308 469
280 285 854 322
525 178 588 87
64 240 47 495
496 398 575 101
237 86 280 400
595 345 214 41
321 154 411 500
334 138 904 242
897 243 769 16
711 236 794 433
380 115 33 135
350 458 73 401
723 423 135 226
5 178 440 17
233 497 161 172
517 285 729 331
559 7 524 112
915 90 414 429
348 371 544 278
668 145 585 467
631 33 395 305
234 1 171 238
210 260 310 200
389 477 244 183
386 406 335 78
256 130 157 76
120 87 861 98
88 489 280 457
315 276 21 38
636 429 737 277
726 29 848 133
218 56 318 473
146 107 745 387
457 207 152 32
639 193 78 60
863 18 846 381
318 477 772 465
532 64 684 260
831 218 128 431
916 424 543 205
348 42 177 58
211 10 53 65
533 13 430 52
833 44 421 158
910 53 354 316
207 433 462 88
205 412 200 8
14 497 87 74
821 489 453 43
776 138 158 244
39 34 96 299
408 417 39 478
30 46 162 337
730 424 926 86
748 405 334 232
900 30 507 45
850 116 701 122
904 233 441 264
530 119 684 99
146 300 319 448
422 250 449 242
809 319 673 68
26 221 226 96
783 433 398 291
805 118 199 223
772 270 262 77
305 327 372 397
793 91 878 263
786 315 902 159
932 498 468 436
768 278 23 270
642 232 462 182
16 374 204 135
536 418 650 462
744 182 574 178
535 369 501 442
890 206 455 293
719 434 384 377
144 355 535 18
422 240 900 212
9 272 798 392
437 231 712 486
40 185 747 66
399 421 802 148
811 81 446 470
727 407 824 117
137 70 472 143
26 33 349 226
306 184 10 341
457 371 382 147
186 400 233 164
836 405 281 154
805 276 698 302
240 200 243 407
429 217 134 93
248 205 24 82
297 445 408 93
560 187 730 123
171 369 898 392
556 391 294 154
558 89 817 372
344 101 827 25
783 234 765 35
917 222 839 176
360 83 728 334
432 476 275 85
501 192 909 299
225 373 901 394
734 379 721 490
658 148 289 78
296 47 604 189
324 64 47 469
243 103 515 17
821 424 133 236
357 233 871 92
502 14 666 379
160 389 316 446
758 340 567 186
344 258 806 247
577 332 237 239
119 434 802 32
353 419 660 297
645 144 799 57
640 273 154 86
502 320 32 278
417 128 76 380
68 59 702 456
862 360 544 307
539 380 222 110
688 219 202 270
86 42 213 375
267 312 351 235
358 244 232 459
376 345 694 54
882 499 308 419
725 462 17 501
863 498 630 477
248 174 543 483
796 205 517 353
741 389 856 245
488 133 224 417
767 449 780 43
267 246 43 481
399 338 575 167
784 164 20 358
333 279 581 322
930 468 88 83
50 370 385 209
633 332 250 434
757 17 743 410
246 206 471 247
441 2 891 437
916 145 378 312
767 357 715 345
99 55 718 8
146 235 650 403
171 388 680 177
169 119 24 322
861 12 177 378
780 304 772 68
563 240 136 340
25 69 96 136
555 240 797 272
809 100 580 443
526 436 731 482
759 316 218 171
387 81 644 41
231 237 670 414
540 223 738 185
757 421 721 468
254 191 395 138
669 79 358 332
71 311 743 355
917 117 479 503
165 99 31 65
205 238 222 410
318 327 632 51
701 501 201 356
239 275 619 301
237 82 362 35
556 407 202 80
651 3 759 447
648 450 465 486
249 66 754 353
774 430 254 483
585 161 779 56
572 179 157 412
807 117 247 305
567 350 514 35
506 335 26 177
608 276 585 166
848 207 13 461
66 449 913 252
435 403 405 159
864 398 143 406
389 198 22 471
516 477 749 157
816 368 316 66
105 426 196 420
410 157 489 99
73 314 13 338
756 141 911 271
133 390 725 39
506 23 562 110
472 22 533 355
731 428 24 153
792 25 250 208
67 315 177 61
687 47 493 127
287 499 194 251
127 166 751 444
560 127 722 452
880 89 346 451
583 266 489 501
590 474 571 386
342 181 502 432
477 425 7 306
289 277 39 198
474 495 744 115
9 414 836 177
482 327 411 450
316 202 87 109
350 112 114 310
379 75 226 201
396 340 524 224
736 462 438 246
775 39 43 308
686 343 292 271
626 181 60 76
121 208 23 279
197 126 691 180
828 153 362 456
497 17 488 79
653 156 536 74
655 37 203 80
904 370 380 439
885 207 292 12
266 196 2 419
305 456 759 204
262 146 717 227
324 398 496 201
852 252 690 226
305 175 218 422
137 345 450 34
173 109 42 5
334 373 875 47
806 424 427 285
170 102 651 214
610 348 523 483
448 376 84 478
343 93 639 71
490 226 873 386
795 385 832 165
916 460 236 441
363 218 548 109
68 188 231 145
382 262 323 13
626 387 838 353
706 491 806 208
554 400 860 318
519 353 2 357
874 500 98 428
30 2 709 276
143 345 182 296
635 285 618 389
166 304 201 162
693 444 839 370
39 430 141 63
264 369 448 46
327 178 275 282
383 434 803 239
105 496 445 145
503 183 570 406
5 12 459 83
313 268 870 354
348 252 221 79
322 324 884 250
42 85 476 20
757 159 428 49
485 125 701 105
583 68 407 490
486 209 423 43
573 162 46 265
396 86 571 84
861 296 347 100
342 460 123 5
451 446 261 28
526 154 352 502
931 400 861 46
619 59 722 91
410 309 433 433
888 487 855 409
410 128 255 392
822 78 647 189
119 62 862 64
472 107 269 486
888 340 836 411
737 502 679 443
23 49 802 83
456 409 616 433
492 202 316 114
440 26 123 373
813 119 638 205
61 481 203 297
240 273 386 268
199 107 355 452
272 448 90 75
222 429 35 351
685 468 410 277
781 266 122 120
314 427 796 299
227 220 393 50
62 55 353 216
130 246 770 335
915 293 352 406
509 451 492 483
79 190 588 156
621 111 56 112
711 477 762 391
592 220 517 399
897 91 681 210
873 484 649 398
316 115 625 129
497 259 752 356
735 131 225 316
97 101 374 184
11 309 443 165
772 86 783 86
772 410 121 354
769 491 741 291
823 87 895 140
248 141 820 230
581 420 10 305
128 175 178 485
654 19 406 179
755 112 711 291
221 425 678 460
357 32 551 389
905 68 641 271
172 335 323 309
743 474 928 393
229 356 335 385
803 175 686 428
194 430 352 106
272 41 334 336
553 344 511 165
627 131 75 184
319 76 696 15
257 296 846 354
478 320 169 385
852 454 113 134
763 267 755 338
441 25 634 427
60 494 639 311
24 95 80 359
643 213 405 140
893 220 121 230
315 160 524 378
262 264 916 288
597 240 574 146
244 359 187 430
623 216 316 3
173 152 785 26
113 313 857 258
765 183 253 383
604 110 224 187
223 499 64 468
42 4 675 494
537 353 793 416
888 462 839 190
834 248 535 42
98 97 601 376
763 404 114 409
17 106 154 32
179 463 318 272
808 498 594 24
785 178 695 271
356 358 440 284
877 186 70 345
703 500 569 352
821 108 586 212
251 70 560 331
321 355 774 238
323 292 513 430
254 60 394 71
489 420 531 164
704 347 162 28
592 486 712 298
165 322 486 441
1 210 178 150
452 85 300 252
754 237 844 3
324 197 403 376
760 355 21 406
138 179 424 357
357 82 751 286
821 272 772 350
826 66 197 373
599 253 844 399
617 204 588 337
348 21 455 350
370 343 841 241
232 185 594 329
591 248 591 19
826 195 274 474
748 297 86 381
461 32 95 298
675 361 789 211
452 138 294 38
682 251 492 414
698 297 546 330
363 411 426 189
516 253 316 246
612 68 609 401
585 205 868 293
401 428 74 32
322 230 655 151
875 37 195 424
18 451 50 363
671 103 808 237
808 126 367 400
16 472 157 236
743 398 406 409
459 53 243 288
400 76 572 211
246 392 554 456
408 437 335 275
401 203 567 13
121 496 382 182
345 342 663 503
25 119 888 192
42 55 836 324
501 391 808 14
552 200 45 477
503 114 129 291
870 260 577 422
289 323 85 200
871 487 759 75
623 45 817 387
161 414 905 260
91 444 581 477
797 438 857 14
45 500 370 390
276 63 849 398
346 154 483 221
24 307 315 117
663 232 232 103
591 481 118 353
453 284 147 30
843 472 163 334
213 397 20 35
279 483 269 107
747 69 40 444
278 263 921 38
648 272 786 3
352 365 627 213
436 230 850 105
249 259 853 24
309 475 533 212
192 15 551 43
83 452 918 115
465 310 340 288
544 23 249 41
281 287 579 60
76 234 848 195
7 197 910 65
99 446 597 445
787 35 12 9
798 91 332 376
682 449 888 440
573 66 496 306
646 234 589 403
149 118 739 267
669 292 5 49
914 313 69 213
229 32 259 336
143 253 578 474
193 261 294 351
180 68 267 47
246 51 323 200
564 44 516 305
431 218 298 432
626 115 508 463
399 210 645 52
804 315 742 128
659 320 750 264
670 460 364 398
793 253 245 61
392 197 314 117
17 88 780 233
3 387 436 469
145 225 469 376
53 341 802 85
654 446 424 124
932 493 869 59
589 149 504 423
250 199 874 324
836 353 641 328
594 110 444 215
777 103 398 162
570 79 340 179
90 191 714 51
427 476 866 164
234 33 782 106
537 164 549 7
560 412 268 415
298 117 704 332
911 233 261 176
419 503 133 226
348 392 807 405
336 69 62 24
467 489 329 399
451 225 730 428
751 232 261 421
133 123 175 246
84 452 592 112
705 52 302 207
548 493 248 352
285 203 226 480
659 369 537 362
260 149 195 121
69 353 829 277
217 42 234 144
890 499 807 431
757 324 828 28
218 196 857 235
298 110 503 442
203 438 466 15
302 483 806 126
450 88 804 81
61 250 455 358
780 13 187 291
63 183 277 33
772 443 57 47
713 18 149 270
798 157 627 147
878 422 524 493
29 77 273 310
110 322 737 251
443 188 807 169
871 492 815 339
254 415 128 22
822 476 913 42
654 4 445 380
832 109 918 486
254 452 707 96
425 278 75 320
601 10 773 124
101 192 433 159
441 45 52 471
692 112 646 159
762 487 152 41
644 327 47 174
699 26 690 304
288 1 530 298
824 251 535 217
556 311 226 136
533 460 326 275
371 29 547 223
186 113 104 397
516 34 494 347
933 453 476 64
430 372 2 293
489 473 798 459
639 319 609 190
491 272 205 220
141 142 351 209
854 458 902 54
443 281 455 154
103 75 744 200
549 349 387 17
662 15 714 128
187 238 367 84
55 187 758 422
420 56 163 90
232 19 170 365
691 346 848 343
632 394 386 296
510 199 30 173
260 8 839 19
347 484 517 253
604 250 733 95
602 147 822 140
758 364 27 263
875 402 871 185
559 440 555 204
780 39 726 157
259 291 839 333
715 256 10 364
402 311 837 200
810 28 748 255
187 491 360 412
185 498 351 30
571 401 263 431
888 127 661 65
403 169 534 497
52 365 441 335
104 318 96 358
248 274 707 155
816 252 317 444
35 125 748 279
443 346 869 379
584 274 500 477
548 283 244 350
421 222 609 230
245 20 381 318
806 202 213 214
350 297 899 260
194 56 227 482
172 492 773 184
756 273 696 471
776 492 53 45
32 398 124 350
691 208 600 355
755 126 716 441
802 147 884 198
797 131 669 463
450 231 878 456
887 38 433 83
869 449 103 306
182 245 611 252
343 58 279 154
351 255 861 442
743 102 449 39
105 37 25 101
671 272 104 317
662 357 919 60
795 491 621 131
312 374 77 263
366 170 612 403
226 371 845 22
855 10 105 332
692 130 797 408
292 67 521 74
97 147 250 494
816 351 807 89
479 313 24 260
791 492 98 96
791 79 505 269
354 226 316 136
284 31 359 220
360 32 626 230
735 73 99 376
9 23 468 365
116 258 162 41
313 243 375 21
239 137 869 63
599 255 746 117
213 18 724 115
61 44 701 107
345 270 374 303
576 177 686 107
156 374 151 431
299 419 811 451
918 52 559 5
411 155 854 502
420 257 25 60
817 245 412 131
429 433 515 112
827 41 561 475
472 361 250 148
794 3 186 142
539 232 70 158
269 209 300 45
459 164 924 419
412 320 181 51
478 223 51 248
550 379 802 232
246 110 6 423
645 169 494 34
572 283 919 501
46 361 98 39
168 23 836 183
573 127 579 411
152 275 407 78
853 398 852 443
208 129 449 113
113 336 170 495
847 230 415 58
279 257 572 141
601 335 853 265
267 82 871 366
245 57 226 26
501 326 166 74
294 434 857 219
913 76 396 186
243 434 439 186
362 189 755 238
484 110 201 375
446 234 862 43
502 27 337 417
463 259 437 313
483 125 268 63
22 154 757 335
459 470 423 281
699 317 107 148
80 86 199 177
272 220 308 267
772 241 773 230
182 49 606 456
264 483 113 348
428 65 148 103
386 433 317 205
863 156 130 387
430 183 330 208
134 1 847 285
251 345 667 434
251 52 192 289
638 138 262 234
644 12 490 53
176 225 51 156
86 328 177 160
372 254 648 262
437 134 706 56
902 110 276 388
4 269 358 272
688 285 339 23
729 140 291 102
560 207 320 24
457 357 459 360
298 99 565 20
161 412 56 66
628 384 769 10
574 165 137 442
93 332 754 99
427 345 557 360
826 287 54 198
61 11 745 274
417 242 859 5
708 124 134 47
638 360 245 474
304 148 645 420
606 71 117 302
385 156 577 81
304 51 749 402
328 437 376 399
81 441 865 273
859 47 479 351
502 126 221 286
332 369 26 487
313 319 711 326
645 304 264 363
887 323 266 399
918 497 665 57
552 482 890 52
13 463 805 433
472 154 699 223
624 110 879 259
167 502 627 353
332 485 498 117
376 71 127 450
745 330 445 479
268 443 884 126
220 252 314 442
288 62 213 272
125 85 104 252
536 427 823 481
311 160 57 502
3 363 830 1
876 190 174 15
317 317 612 13
614 419 404 385
349 97 449 148
568 423 277 239
10 134 883 194
371 360 180 310
523 220 71 391
516 149 421 164
351 417 228 224
585 341 768 295
65 266 837 502
128 241 453 116
866 88 281 322
318 234 558 462
27 359 930 182
744 54 655 1
876 99 651 251
717 91 614 5
578 221 163 70
758 251 884 44
478 386 912 246
931 301 121 242
926 289 771 288
908 100 385 265
556 276 7 239
647 188 421 278
34 276 108 168
634 308 141 412
478 13 691 420
41 11 793 261
857 415 876 97
753 202 812 221
717 238 793 362
113 38 232 180
487 8 694 434
674 171 428 32
106 483 655 451
416 262 142 407
268 482 144 93
331 279 425 7
624 311 124 331
928 322 404 223
8 137 244 464
566 381 304 164
516 429 359 162
40 417 36 3
306 438 804 432
96 212 520 48
765 344 205 101
1 467 217 319
384 312 795 64
347 474 295 79
568 62 529 46
298 121 421 26
881 438 184 32
344 91 744 5
231 321 233 200
179 32 50 230
664 365 373 152
530 451 649 122
844 391 84 209
164 214 458 231
521 174 776 126
583 328 586 104
600 156 751 120
931 2 449 258
811 411 49 71
524 76 407 196
606 454 806 253
663 154 57 492
375 376 349 464
454 9 572 472
248 44 342 343
242 189 361 284
614 31 138 319
803 54 628 338
2 387 78 185
303 128 618 243
862 500 474 132
618 288 283 237
26 336 239 382
207 233 267 7
561 112 746 40
333 271 87 209
686 238 134 224
79 286 44 259
487 464 427 237
632 84 387 45
455 290 383 341
253 8 448 278
23 144 908 123
659 204 255 415
402 286 856 424
898 85 98 50
632 221 185 357
365 380 347 272
341 216 915 205
749 293 920 271
387 465 545 316
270 198 211 305
818 2 555 411
421 121 927 25
521 152 542 21
772 155 879 354
325 245 374 224
916 25 384 410
436 21 36 141
166 49 599 34
527 178 478 393
898 63 158 118
104 455 191 301
902 375 577 165
1 244 881 158
107 251 415 34
877 8 760 307
315 103 783 101
389 345 436 159
236 102 666 370
848 1 256 87
292 325 824 308
14 492 256 492
444 322 61 115
546 72 36 356
105 355 915 24
88 201 87 244
715 18 684 474
501 173 72 289
759 277 93 258
745 370 403 412
295 463 641 309
933 342 927 19
916 214 195 360
308 331 248 4
727 263 528 89
87 146 809 359
639 425 246 40
408 394 583 248
791 268 378 475
466 437 287 322
847 31 371 19
436 460 268 43
546 334 542 229
1 194 459 168
769 150 631 479
747 123 301 487
562 437 686 487
604 317 63 454
225 106 440 16
625 193 108 390
778 283 620 193
99 225 749 319
401 99 444 414
457 192 891 300
24 96 629 462
635 147 895 302
790 433 513 142
281 104 888 275
96 194 3 319
781 258 739 118
265 379 576 266
402 490 406 125
131 313 782 163
212 222 588 392
702 363 525 314
858 53 226 145
158 65 485 499
381 240 500 111
864 201 346 9
198 115 527 420
220 293 557 1
372 456 30 182
831 299 396 117
364 229 913 318
125 392 693 58
43 307 824 160
80 224 850 168
818 275 762 472
387 267 715 153
110 362 780 314
866 139 328 179
687 264 199 408
692 114 168 27
449 495 215 182
616 15 809 196
9 200 163 396
830 184 769 372
345 401 849 283
141 473 397 60
482 243 710 135
174 294 116 128
71 379 863 9
676 185 641 52
604 7 424 390
299 76 924 322
340 273 212 103
598 189 574 141
202 474 440 163
69 373 421 192
89 33 932 424
130 48 104 170
733 485 383 58
852 129 228 487
90 30 916 459
129 369 267 280
248 3 303 462
389 172 296 136
875 327 878 67
804 381 730 422
777 352 751 450
261 316 571 465
886 145 771 452
777 196 870 397
807 116 866 314
553 458 532 118
441 14 612 274
764 347 361 294
342 300 12 431
836 226 605 488
304 352 58 122
446 340 188 204
538 419 815 269
305 210 622 163
809 190 557 323
665 458 704 348
328 185 928 173
217 40 1 242
738 173 6 496
512 396 412 284
323 310 64 273
556 179 11 12
276 230 555 110
615 238 671 221
931 415 752 423
820 461 728 492
667 405 832 177
690 203 728 291
879 34 529 351
816 492 476 26
424 12 481 273
307 475 870 388
350 81 486 321
381 458 780 453
896 84 432 79
858 308 356 115
717 295 143 364
531 467 537 7
864 367 49 312
509 408 42 314
69 265 247 405
360 108 285 365
50 356 711 384
652 268 424 303
898 205 120 262
408 34 194 310
801 55 651 408
376 79 618 374
926 241 396 18
146 377 359 439
210 288 649 416
613 252 327 321
31 7 71 274
653 69 900 444
265 383 757 333
781 241 57 214
406 440 21 442
734 258 223 182
202 3 819 379
39 6 117 463
444 270 209 501
791 410 140 109
183 13 546 417
157 59 715 221
212 326 189 491
354 131 616 319
737 202 133 201
13 117 103 355
793 254 876 395
321 494 609 278
428 326 449 433
153 134 31 472
45 291 26 82
398 2 254 282
488 66 89 382
715 357 860 65
625 498 6 377
741 71 310 459
536 472 885 501
437 5 740 143
695 94 130 419
843 493 509 205
188 366 283 295
426 239 561 159
652 432 759 255
477 233 492 419
632 315 892 367
207 285 188 487
855 451 440 343
326 52 303 50
737 335 498 368
333 73 41 494
628 77 678 239
374 297 848 361
7 103 823 213
180 374 222 37
882 216 631 375
20 26 41 244
538 166 739 152
88 378 67 213
202 251 859 306
163 428 438 66
664 53 712 437
853 225 429 399
320 158 386 461
48 228 403 394
529 185 768 364
632 500 578 80
675 194 775 356
670 456 357 458
650 80 803 153
156 293 725 408
339 462 762 213
612 37 60 201
645 313 837 48
818 144 601 415
501 414 136 75
75 388 449 71
199 169 655 23
742 355 104 294
345 163 876 269
185 282 794 371
157 137 874 322
363 183 377 319
922 429 423 265
533 312 610 69
730 355 853 460
278 17 189 298
502 311 157 470
680 471 482 333
97 167 197 435
141 477 357 266
621 87 46 258
514 419 358 243
175 170 652 177
651 423 243 161
324 254 234 337
904 175 798 349
908 254 232 389
626 157 393 195
538 387 286 200
816 362 682 473
559 279 401 362
816 418 627 167
660 301 728 214
526 213 454 459
813 245 271 186
568 333 253 9
388 248 559 493
38 313 306 452
42 25 104 366
373 151 390 394
270 304 707 58
735 391 907 112
154 112 599 449
554 331 534 76
781 122 414 328
586 447 533 295
540 151 725 455
323 356 578 16
631 74 416 211
511 346 378 151
19 490 75 232
509 212 540 185
376 59 571 346
207 502 191 170
657 169 361 73
218 9 522 16
401 190 162 162
870 331 753 338
813 429 505 66
839 477 424 226
266 406 899 28
98 194 366 83
295 29 887 320
509 497 898 496
580 1 182 26
923 193 732 473
896 474 686 468
658 182 466 494
437 111 131 218
469 498 313 414
666 397 107 6
769 468 717 304
894 89 930 368
883 481 66 15
498 54 881 249
314 267 728 404
102 484 587 225
396 200 107 176
199 174 851 83
162 490 926 223
16 102 548 50
701 15 346 304
815 453 915 262
728 46 125 57
635 218 543 130
59 169 333 147
167 176 600 478
819 129 231 32
177 416 786 81
691 119 415 9
605 493 920 359
803 344 76 233
503 431 84 54
476 286 811 388
439 195 288 465
711 366 348 301
13 56 592 217
894 13 802 2
144 125 674 309
537 437 233 195
19 435 665 428
475 222 391 171
715 31 19 190
455 482 261 281
88 247 258 303
730 207 420 123
372 8 251 187
114 189 56 328
278 252 730 418
734 137 573 353
186 25 646 100
507 69 274 19
663 152 684 121
785 70 620 231
229 25 718 297
374 285 43 221
17 116 174 352
723 465 515 214
891 456 144 416
321 308 911 224
844 75 913 343
312 309 499 96
607 423 808 340
254 338 385 234
619 436 332 390
370 99 813 465
379 314 829 242
164 267 850 482
385 115 738 235
73 99 701 119
153 140 884 386
675 503 884 389
754 77 186 490
813 101 677 117
264 377 910 472
771 404 49 154
126 313 359 252
680 417 501 434
908 72 726 458
