670 909 39586
629 592 448 83
513 251 159 15
494 245 218 345
294 259 46 877
346 487 433 167
235 634 570 191
540 2 257 210
351 624 265 693
9 563 240 512
534 891 409 818
507 766 542 702
457 806 204 440
562 660 341 610
336 618 623 893
548 50 649 732
204 856 465 879
360 721 135 889
339 681 396 112
226 822 435 403
389 405 440 356
308 878 656 597
193 272 516 168
28 874 306 502
372 86 413 411
624 873 514 109
488 420 22 184
271 524 217 151
307 434 514 842
336 819 371 794
325 126 447 873
240 703 119 417
534 131 589 107
579 728 382 509
508 820 400 684
630 98 138 588
538 309 283 578
438 279 295 39
551 150 669 693
185 555 4 859
282 886 425 652
208 895 502 246
387 26 145 357
455 597 281 675
272 31 255 841
198 299 384 371
635 88 558 81
508 64 543 237
273 890 134 640
44 157 43 498
167 250 83 847
538 384 666 840
551 482 445 347
332 878 566 71
125 819 215 284
356 894 88 555
144 539 31 871
518 618 79 191
127 684 329 833
532 259 362 323
130 249 204 592
218 171 504 764
199 738 401 722
514 399 134 714
647 697 165 652
485 703 478 617
413 167 335 58
413 672 296 243
215 651 209 740
205 461 501 214
273 368 286 14
545 181 591 793
341 853 535 732
557 122 298 56
543 626 53 676
144 290 309 873
150 798 65 512
568 48 160 381
510 650 181 605
43 803 69 449
365 881 151 883
271 227 7 37
215 213 528 587
355 478 27 197
524 682 367 206
196 393 439 205
394 632 150 483
449 584 658 249
598 874 319 435
553 367 513 751
565 553 459 780
82 25 136 654
392 46 319 466
614 468 29 249
21 59 405 474
347 539 626 647
62 120 144 456
118 250 275 765
444 215 454 348
455 888 23 761
595 867 222 295
214 759 37 889
275 648 167 547
310 489 505 567
152 201 17 663
147 11 246 816
403 169 408 59
10 400 212 539
272 595 39 756
176 624 639 264
271 145 358 37
551 74 367 125
140 654 102 218
210 81 588 282
468 173 110 684
12 45 223 628
582 103 427 461
122 118 583 53
27 290 272 277
607 575 54 666
63 470 119 903
316 785 147 587
399 12 259 453
575 133 64 238
652 678 22 212
180 298 358 844
170 501 295 248
446 310 190 474
495 121 601 748
380 836 461 495
293 33 9 409
62 92 360 425
36 462 79 751
569 238 199 360
621 616 562 778
616 111 91 629
309 814 558 73
222 435 651 94
278 235 51 315
143 596 423 706
119 44 137 8
266 561 524 159
55 650 593 471
87 96 359 313
121 477 494 781
657 745 472 11
46 452 572 406
506 502 359 662
547 416 574 622
141 323 575 660
477 582 128 111
148 222 512 435
566 568 511 781
333 574 278 603
277 276 358 875
605 580 580 848
535 3 628 509
420 347 415 790
402 4 266 618
585 61 161 619
591 349 666 89
567 434 632 522
146 283 215 633
310 466 450 471
211 499 264 610
124 907 47 197
405 393 319 553
115 10 511 391
554 579 570 669
336 680 593 427
44 223 200 678
654 306 151 442
379 800 600 166
12 860 203 681
532 706 210 430
570 687 309 498
486 235 603 46
418 46 518 71
356 463 75 801
106 331 425 70
597 899 345 3
476 709 95 448
439 316 48 391
267 606 353 538
663 387 188 397
103 524 645 483
64 140 607 629
191 691 9 371
66 714 415 243
65 809 517 53
552 652 196 4
111 786 599 513
67 894 568 886
627 185 68 435
385 303 224 221
430 21 349 391
429 21 238 298
629 193 518 875
436 871 613 865
288 749 500 676
153 492 554 757
617 565 131 834
449 880 502 23
328 232 474 281
223 394 53 99
368 660 444 727
177 22 563 625
512 608 297 708
160 76 34 651
473 136 94 319
591 554 602 440
241 338 391 508
586 2 551 351
195 12 90 353
203 4 540 511
628 644 20 295
285 589 178 508
581 400 221 16
49 66 483 632
128 219 7 136
135 193 497 170
495 489 363 789
68 735 349 789
352 492 187 321
479 722 543 211
611 158 47 841
14 454 568 725
364 382 11 616
96 649 518 61
87 550 414 335
488 835 356 630
324 538 213 136
664 564 92 806
106 676 517 494
102 194 8 170
510 354 578 474
271 433 618 668
309 651 396 58
200 519 513 283
58 256 181 641
367 404 238 855
482 503 595 146
645 279 598 297
371 856 86 305
374 524 409 691
553 355 167 617
341 856 197 737
177 761 256 493
314 419 17 844
366 314 523 739
200 656 316 378
23 7 646 17
352 33 261 317
195 68 227 91
524 858 578 668
20 304 2 411
630 405 103 578
408 54 61 8
282 171 360 175
157 307 82 164
157 881 144 233
610 519 454 795
618 334 125 804
51 295 215 135
104 356 365 561
440 377 392 114
202 790 402 340
275 355 38 646
121 103 616 128
234 634 323 550
643 765 168 742
585 441 212 434
21 584 594 709
121 428 543 601
629 539 275 250
51 411 157 132
541 405 144 304
66 223 530 136
621 112 504 181
470 106 276 218
597 553 387 475
382 629 519 290
23 251 254 155
582 367 377 349
479 529 459 612
472 641 419 609
390 5 294 77
409 849 460 302
113 703 26 708
177 413 341 567
480 612 216 88
430 8 148 415
215 481 300 344
517 859 91 864
650 331 183 197
52 253 571 265
396 71 390 866
548 138 439 389
45 575 193 873
497 291 625 240
511 866 446 848
593 12 359 80
279 271 632 29
315 439 57 560
411 464 291 104
240 364 469 300
607 779 213 262
50 264 244 864
639 139 581 189
479 230 283 269
411 334 93 790
549 900 383 142
555 886 287 783
466 255 185 265
171 211 472 842
413 257 264 387
576 234 381 504
619 828 167 355
479 80 271 301
178 248 317 213
531 220 370 268
489 798 666 785
371 768 103 79
182 284 62 648
417 735 424 526
638 309 222 239
508 753 553 269
52 284 162 619
471 287 247 247
223 98 636 580
575 42 318 589
158 871 355 664
569 603 480 669
529 802 1 327
302 497 119 590
167 606 26 891
17 481 594 7
309 903 257 562
137 72 588 860
477 225 207 517
158 205 346 417
147 884 190 610
254 611 377 813
372 746 554 270
281 547 260 526
370 464 297 235
378 382 417 113
97 490 321 104
343 452 655 93
304 299 450 395
49 506 234 584
339 530 349 552
59 99 487 284
310 59 378 696
3 454 1 847
489 665 375 72
60 595 285 50
209 466 584 339
234 904 288 479
319 243 364 4
118 47 585 157
478 420 79 472
431 47 293 493
28 110 549 352
641 627 329 17
220 160 553 392
284 764 393 811
202 643 140 853
446 186 520 376
363 363 435 175
571 173 494 476
94 674 273 618
614 387 209 148
384 827 147 301
144 390 604 762
249 480 136 128
392 631 77 480
63 594 587 620
177 478 142 369
244 305 124 901
508 377 637 879
192 697 4 358
114 436 345 204
415 585 84 32
526 660 72 788
145 699 531 175
285 830 519 300
313 754 595 413
136 713 551 775
186 59 295 511
276 174 227 256
611 359 381 339
615 622 562 645
524 655 249 160
498 60 285 102
641 512 160 106
408 591 35 414
165 343 142 458
105 672 18 356
341 833 153 206
421 424 406 174
291 418 575 793
594 541 307 507
513 179 614 780
269 104 585 644
80 283 535 229
253 670 613 540
187 201 496 807
243 304 272 96
670 345 12 439
419 91 571 883
105 684 97 519
666 143 481 145
159 539 158 497
88 145 36 372
247 612 413 696
123 907 257 853
557 890 278 288
503 762 245 701
530 446 301 581
646 475 178 872
47 908 172 860
211 25 130 35
44 678 328 603
366 605 271 217
369 785 551 618
472 130 286 630
117 585 164 399
37 477 376 647
182 755 477 863
565 103 445 459
645 484 587 877
64 497 347 311
122 277 190 399
414 45 485 885
416 893 564 907
373 95 555 474
150 849 4 403
652 545 118 881
127 64 35 452
311 835 458 576
172 884 649 665
566 42 448 87
361 803 497 338
156 826 230 681
36 592 506 436
93 493 664 402
114 242 358 635
237 108 416 858
36 600 566 891
261 204 584 77
523 813 576 400
468 390 152 867
354 892 110 747
272 188 169 454
519 305 602 480
360 885 487 861
425 331 496 386
163 874 257 129
311 692 616 511
486 183 160 571
401 203 105 322
431 854 476 160
21 898 6 437
513 580 632 626
409 858 141 755
599 694 149 530
461 461 649 532
335 218 261 383
38 151 175 535
452 523 181 288
478 471 462 809
666 628 214 89
584 650 557 370
477 902 387 731
185 253 609 39
562 892 154 188
432 344 669 44
91 601 22 610
506 416 659 403
497 487 552 138
42 621 312 363
294 669 312 472
238 803 7 77
511 337 528 46
148 127 170 350
318 314 273 836
434 238 247 865
89 450 591 160
480 689 484 541
473 328 449 724
444 668 163 170
366 332 102 463
638 707 91 28
446 755 18 319
31 117 67 874
467 469 444 706
531 894 132 239
323 351 266 63
207 715 541 320
428 598 512 562
427 680 185 187
665 738 376 220
218 744 244 168
571 780 158 473
89 26 309 614
112 611 405 356
103 171 351 101
635 591 189 889
131 825 484 533
568 3 411 345
314 770 433 476
15 833 131 849
565 811 35 289
452 192 298 306
534 448 623 326
115 579 36 733
89 121 360 283
139 691 160 831
391 75 275 655
468 793 439 831
368 158 275 431
79 488 47 651
629 777 654 747
555 895 209 248
257 763 290 551
638 466 79 243
216 876 492 696
586 810 477 321
315 6 258 322
495 242 6 695
646 292 500 532
465 641 465 77
469 840 127 664
342 891 10 3
459 11 519 255
460 697 411 551
112 313 375 736
230 292 441 823
563 302 643 726
485 57 428 211
559 549 167 63
550 592 394 627
612 889 154 314
546 216 9 868
573 199 249 525
598 623 287 868
276 839 530 710
488 53 565 833
61 240 235 289
209 529 308 829
105 222 539 745
244 553 259 433
502 268 469 694
147 159 490 851
259 121 587 409
206 353 223 43
607 856 102 861
414 250 657 27
526 339 240 843
559 569 406 587
390 337 618 492
519 601 80 293
637 708 649 853
289 19 303 252
377 308 611 814
324 100 382 786
20 329 570 729
342 266 650 751
259 250 338 885
466 183 658 65
14 46 109 197
274 816 319 733
222 261 168 209
530 824 78 148
314 280 325 402
439 527 188 592
79 129 143 25
500 52 247 345
604 103 319 182
401 111 580 327
565 392 578 384
436 439 503 457
290 629 157 683
568 384 406 584
670 489 254 229
662 581 653 760
617 661 494 348
640 460 260 210
498 711 156 73
385 39 404 81
60 801 212 481
145 427 478 193
181 880 266 259
150 372 624 161
368 109 161 743
354 201 145 318
389 805 201 908
356 106 505 304
286 382 609 106
379 27 217 837
571 748 392 417
212 629 668 260
335 458 181 125
650 163 76 325
346 668 187 463
590 748 359 492
169 569 376 71
11 129 542 133
150 487 486 758
611 608 205 845
527 615 336 785
171 316 556 248
485 481 398 561
226 314 214 615
405 464 656 740
554 179 239 435
110 104 473 484
562 578 483 151
548 835 587 768
512 590 663 800
385 155 628 766
274 509 655 738
184 112 391 690
642 540 592 628
255 687 601 246
669 106 349 698
38 442 224 13
255 491 350 450
201 528 371 136
322 365 592 124
212 190 533 775
106 93 616 410
593 263 489 451
245 80 43 136
391 228 114 289
509 513 355 497
445 213 485 571
575 525 628 24
616 5 632 153
561 223 109 314
223 422 400 738
375 126 573 582
454 215 109 772
336 69 619 621
615 380 501 704
569 544 35 692
447 554 579 766
572 743 643 561
339 751 174 888
247 487 157 406
310 780 655 650
301 391 166 527
143 760 193 737
661 87 583 381
210 280 611 175
509 817 559 24
68 882 184 628
347 477 148 208
326 495 49 811
639 178 578 506
41 794 241 812
487 344 453 683
563 218 327 293
308 784 102 770
398 706 141 410
529 212 355 905
242 248 445 474
54 71 81 169
660 574 455 102
525 158 14 297
147 650 149 126
15 153 209 690
279 811 568 457
121 13 243 209
248 312 193 290
452 268 329 184
201 459 4 352
15 291 555 884
177 208 60 541
538 511 258 347
485 464 245 843
128 407 257 560
19 461 626 397
553 397 486 18
381 415 391 641
291 386 160 413
240 449 437 275
540 736 324 684
355 367 576 767
338 590 380 625
282 840 409 657
19 20 78 192
470 196 121 376
392 1 39 205
577 805 395 529
168 797 239 25
154 255 156 142
373 690 175 304
658 765 227 641
625 258 405 847
293 903 17 345
36 530 647 220
521 609 430 295
627 34 42 390
428 414 31 388
18 795 88 870
62 706 633 542
31 484 659 740
446 225 217 895
470 215 563 733
258 180 289 42
304 53 226 114
86 411 203 509
262 310 580 474
154 666 98 531
184 316 226 554
234 613 433 106
295 487 2 760
395 387 177 720
357 887 575 843
421 97 269 271
416 27 650 906
531 24 225 590
306 143 24 527
642 116 608 297
572 314 490 635
166 843 632 81
312 515 649 234
72 175 72 610
553 659 571 830
356 115 341 587
240 437 621 15
626 311 43 442
365 106 78 154
325 251 568 775
258 800 653 284
166 491 639 653
545 866 648 472
113 187 287 421
204 716 607 21
227 126 552 373
112 281 208 884
293 891 481 43
650 810 13 300
88 788 344 619
187 457 256 886
134 418 525 91
115 743 422 761
422 386 37 188
25 324 20 587
411 887 511 456
273 643 415 140
569 865 265 889
448 279 553 903
200 419 485 289
558 818 260 812
140 557 541 102
484 99 82 77
523 724 601 205
99 354 670 33
56 831 307 592
320 149 344 292
64 703 138 889
434 904 69 713
432 374 397 429
328 666 325 235
37 244 246 51
64 648 294 660
617 220 64 672
91 293 414 795
15 184 3 438
500 754 501 329
652 26 599 603
86 892 289 298
590 168 150 717
536 463 179 289
513 810 124 15
459 374 9 537
258 321 435 712
452 147 588 297
575 818 400 85
270 545 87 333
211 810 644 808
228 595 139 871
376 606 637 573
138 125 255 290
321 17 329 364
308 475 331 170
661 536 63 363
155 717 109 516
263 815 563 496
227 52 249 803
574 65 611 613
72 572 105 711
186 824 376 120
660 527 241 590
60 824 112 123
76 887 435 657
655 702 249 290
405 17 86 272
18 708 423 792
138 557 220 164
31 301 594 820
114 562 255 798
217 173 632 762
249 175 427 498
144 444 413 30
457 348 384 222
291 300 224 422
427 481 354 487
571 13 289 740
325 416 584 547
180 806 301 201
304 667 35 97
569 232 74 414
471 494 165 597
438 297 296 701
245 685 475 200
504 144 574 682
554 471 368 468
480 184 534 862
536 446 266 459
578 901 215 751
333 759 62 311
630 386 660 354
178 610 219 177
524 721 534 868
361 51 182 489
327 715 69 232
320 747 212 603
290 772 34 12
392 368 229 471
567 173 405 770
615 729 147 581
399 536 546 768
561 908 297 865
439 790 132 81
588 754 405 230
199 643 666 720
417 807 423 214
252 742 202 485
74 193 305 585
475 347 227 257
525 658 127 67
596 283 384 709
350 439 31 878
42 137 447 488
24 532 173 547
100 774 657 375
542 394 606 562
348 710 154 808
376 7 74 102
133 220 243 611
122 839 467 444
154 621 166 883
291 824 211 800
279 891 238 805
568 293 528 190
309 510 357 251
227 464 134 189
23 29 495 402
553 198 460 404
537 525 353 563
321 242 301 853
627 844 303 322
165 353 229 602
423 556 125 346
161 2 648 523
367 690 19 550
408 515 243 588
418 797 515 529
315 358 548 418
195 221 630 700
549 224 386 551
453 864 636 830
502 605 5 105
192 408 512 336
407 352 36 346
541 619 476 9
110 533 625 558
670 822 664 352
606 491 104 603
591 540 169 570
507 694 291 708
297 441 224 55
349 735 656 639
517 357 654 500
142 284 306 618
272 908 658 452
261 559 432 648
191 836 192 677
264 17 48 743
267 590 161 748
137 567 439 59
457 659 372 140
42 127 368 546
591 255 425 625
240 760 666 7
255 845 178 112
519 550 235 454
121 635 481 481
74 537 307 46
22 568 103 483
153 909 663 585
585 1 176 872
5 135 444 642
302 846 74 898
391 95 89 149
165 140 39 664
607 475 75 863
480 519 26 435
581 766 13 517
361 70 426 462
6 228 463 796
2 303 371 878
527 632 219 116
222 646 418 404
409 812 579 221
388 471 143 370
151 229 183 209
249 266 628 40
640 226 316 542
456 437 391 882
239 557 256 595
639 483 525 748
266 415 87 266
507 641 124 242
414 468 295 77
237 212 290 462
277 361 390 681
239 184 418 197
220 20 566 839
465 578 258 679
94 668 318 752
341 599 67 195
470 179 612 756
90 41 277 177
668 549 287 859
508 828 120 573
368 809 189 364
667 792 178 134
231 284 227 167
635 259 239 433
33 97 552 165
16 535 266 20
484 894 297 514
465 261 531 688
333 844 280 897
20 907 337 425
552 492 648 650
425 192 37 438
545 96 17 288
328 722 591 679
24 566 362 362
585 178 653 458
374 83 668 677
651 427 572 124
555 201 542 163
305 186 310 884
129 117 250 844
529 837 271 43
209 607 199 756
73 556 227 20
617 719 299 651
590 56 255 671
447 355 203 641
126 902 379 290
53 157 448 582
113 619 356 180
64 24 568 557
133 437 653 905
158 720 518 145
236 638 434 550
575 183 350 142
23 226 119 545
572 12 587 19
614 332 158 351
626 212 630 155
305 806 56 709
331 678 226 738
530 602 364 219
403 64 378 233
322 85 267 745
407 162 403 868
235 391 169 155
400 317 183 395
91 55 402 65
491 447 38 448
477 818 140 465
289 233 628 642
52 261 255 771
251 664 579 889
591 194 278 19
164 539 373 40
618 537 547 403
633 224 62 817
424 508 238 581
668 472 377 777
601 505 449 713
268 429 316 437
458 584 570 870
532 432 648 150
251 869 667 670
430 194 525 679
316 441 159 569
612 158 464 102
430 755 340 690
366 568 184 443
420 823 46 118
80 864 652 580
148 629 19 195
6 502 616 100
445 181 347 126
26 213 301 519
660 786 183 324
53 17 343 8
65 193 326 62
615 59 150 701
363 199 556 40
364 866 330 358
350 444 81 702
218 554 465 47
463 556 120 872
345 772 454 705
489 164 548 35
658 581 580 661
317 819 550 902
459 3 532 404
217 907 54 249
368 372 534 439
610 49 599 41
116 589 149 57
435 627 125 599
479 436 136 116
635 766 536 9
96 530 495 324
389 165 230 492
158 689 452 103
469 30 524 535
103 605 154 625
280 383 268 33
552 157 92 120
537 394 662 584
283 233 86 812
329 148 265 766
183 899 176 671
607 609 185 758
396 552 179 19
270 367 517 652
290 694 77 288
9 366 541 570
535 665 174 554
45 664 100 405
205 842 328 392
468 215 524 558
653 529 142 429
38 192 567 513
203 236 38 418
403 561 634 410
603 18 458 867
644 167 156 403
343 350 397 653
211 170 532 545
483 293 558 392
471 586 107 62
577 585 361 172
589 108 374 154
151 333 210 563
651 881 539 699
60 909 384 576
248 518 194 850
595 97 254 87
468 546 231 676
432 313 173 56
323 328 341 806
581 619 481 248
61 565 303 542
245 901 619 68
253 814 577 589
85 138 271 829
181 883 423 575
618 6 588 284
391 581 525 474
647 31 292 709
587 293 598 678
570 728 255 888
373 488 668 707
189 357 356 815
202 245 109 229
357 412 572 900
546 692 230 475
424 706 312 128
606 782 401 130
77 800 303 841
444 776 348 843
356 514 619 77
102 71 326 652
174 44 214 812
422 541 273 828
616 123 108 630
227 450 412 784
511 810 173 212
551 504 289 37
466 626 567 794
132 152 545 743
52 195 279 524
521 74 81 106
532 203 65 598
494 64 62 403
389 631 204 294
248 63 522 258
323 233 200 398
660 635 162 450
177 281 122 191
346 139 194 295
668 376 70 31
385 684 293 704
316 134 520 820
569 404 489 27
536 507 226 246
335 495 202 270
278 478 108 134
391 52 257 703
158 638 226 228
308 888 476 310
267 499 117 793
287 822 216 840
327 867 615 331
576 143 573 907
43 494 441 265
368 573 59 454
316 158 220 22
500 766 481 168
189 65 173 528
471 21 529 380
598 897 239 134
318 549 583 216
82 501 97 360
536 714 495 96
461 783 373 850
448 537 379 499
5 212 657 446
140 630 7 309
126 820 245 173
300 603 431 564
182 6 597 889
551 855 284 217
21 612 594 897
99 34 189 175
238 131 282 660
299 238 441 575
163 321 271 421
510 670 565 752
7 520 284 90
380 762 154 394
400 154 669 10
10 787 428 158
537 840 400 241
161 560 101 345
463 385 649 12
214 328 72 448
387 207 305 238
215 117 102 70
142 865 141 604
668 104 523 438
661 858 567 717
380 581 346 691
278 639 347 666
526 544 520 440
389 771 61 145
311 2 149 75
577 593 597 617
652 74 417 109
474 469 585 52
273 170 486 510
603 490 528 842
229 628 115 285
580 32 193 907
134 691 255 804
276 849 301 904
387 874 358 438
637 92 647 604
206 908 129 99
250 342 339 694
327 380 563 598
126 512 340 578
201 536 554 860
213 257 622 874
472 630 137 335
22 315 273 2
318 349 583 604
590 96 209 135
338 184 229 336
554 36 600 376
113 303 154 592
200 578 580 19
668 157 636 577
87 633 512 168
228 140 326 494
293 462 59 852
629 575 637 811
552 153 224 554
521 189 571 833
202 76 65 708
225 190 31 888
529 819 540 17
126 770 245 749
