705 654 46107
111 514 397 588
377 33 134 88
251 573 360 511
307 258 414 476
438 434 476 296
61 373 258 650
422 496 193 254
677 264 651 361
293 13 380 528
397 307 621 62
411 41 679 235
63 622 54 386
685 445 700 252
697 149 666 502
375 648 239 601
49 165 470 163
542 633 30 301
149 43 681 561
474 520 82 293
439 211 427 654
538 115 431 458
369 608 326 181
95 204 392 342
145 654 383 382
295 100 678 497
12 72 700 216
701 62 632 643
245 383 591 361
437 474 657 550
219 291 408 379
519 252 579 540
553 334 312 312
506 441 544 273
308 471 641 378
445 142 670 495
284 398 52 298
581 327 437 494
131 640 431 480
591 9 233 356
246 579 5 643
502 395 425 301
347 410 457 524
348 638 459 456
333 460 461 282
497 393 192 376
555 396 512 3
623 60 185 231
381 83 573 332
112 294 127 597
380 335 240 488
216 215 416 423
453 419 208 199
596 353 422 605
192 323 391 87
328 455 331 498
310 141 518 335
319 277 354 480
199 510 443 347
333 594 503 385
526 97 391 186
156 375 320 271
304 485 355 617
445 167 59 224
111 499 120 267
394 649 523 526
694 178 619 24
556 647 25 77
179 46 653 165
504 295 537 442
486 538 660 275
108 47 332 551
275 44 408 636
191 58 614 81
206 108 676 114
624 479 624 428
414 626 670 412
180 241 693 636
469 60 417 120
428 259 142 254
568 208 375 57
71 105 329 328
186 228 591 198
673 543 272 395
23 51 19 609
701 154 386 323
87 333 347 242
580 321 30 447
364 45 531 213
489 309 146 129
462 213 326 25
588 285 657 322
198 548 552 470
201 478 512 601
513 278 377 483
327 601 189 383
312 261 243 477
25 457 424 229
415 619 207 520
164 278 343 16
672 124 173 475
586 354 387 142
256 263 663 398
218 289 108 113
602 161 326 173
341 102 670 166
106 405 477 493
131 129 271 263
484 295 702 115
322 643 104 41
474 281 307 310
196 304 126 559
437 620 274 255
557 595 511 629
359 344 92 297
371 496 475 514
199 294 466 125
566 242 650 43
355 640 320 86
80 152 651 409
612 200 227 337
441 545 377 81
353 288 471 477
639 250 327 127
666 638 636 317
628 367 55 151
363 571 547 99
46 180 411 114
394 117 624 376
573 513 55 36
535 427 118 376
219 72 214 168
186 85 434 569
705 138 575 615
303 599 529 296
193 89 634 330
404 521 627 461
446 354 536 427
93 85 408 101
257 481 689 243
347 637 432 343
259 576 282 642
5 566 408 365
465 190 355 248
657 565 186 255
242 396 461 199
427 386 464 569
692 146 477 491
404 265 42 63
17 551 262 210
108 630 538 360
62 323 51 627
15 396 141 354
364 29 48 534
642 473 113 622
270 585 106 214
83 57 210 458
308 495 4 225
319 338 239 616
376 501 94 175
227 365 602 192
272 529 323 434
229 467 78 285
136 259 7 334
637 153 205 295
254 409 471 385
455 393 610 363
548 382 343 220
106 463 155 318
72 289 409 603
573 571 465 229
528 207 459 21
475 594 121 582
218 507 547 543
440 137 476 208
447 402 699 95
215 40 358 114
379 481 493 12
215 340 176 359
237 222 1 254
627 92 617 587
652 447 384 426
418 379 311 215
622 456 536 219
666 37 556 364
605 357 497 463
396 10 304 19
56 381 432 282
474 206 76 183
297 548 414 634
295 595 139 622
8 387 422 35
605 234 309 212
412 142 70 134
551 653 96 550
477 403 385 276
249 163 39 398
205 42 128 525
41 311 463 281
183 452 404 61
469 472 594 455
358 3 672 417
597 141 2 7
458 483 427 321
123 452 553 328
408 366 83 408
199 324 229 278
294 391 144 127
166 101 501 333
47 499 330 410
371 323 510 49
540 88 181 219
559 311 174 276
59 218 160 432
90 529 612 625
45 79 258 72
488 185 122 645
209 71 667 249
660 201 581 575
494 202 297 414
529 518 424 287
427 476 6 71
408 270 250 233
249 519 128 322
275 283 361 444
182 489 311 170
545 144 96 201
619 522 683 138
427 2 608 236
195 156 385 637
568 99 451 225
30 115 637 594
622 417 425 508
168 599 501 537
114 653 587 151
571 567 538 497
573 403 611 251
586 632 247 358
489 627 560 644
598 190 623 247
62 114 281 562
470 91 638 83
298 564 491 618
15 303 263 180
61 369 327 173
24 27 327 49
523 217 300 195
273 62 8 26
526 449 290 561
633 643 100 114
580 649 695 249
481 454 693 498
130 172 569 49
108 547 216 651
353 416 336 59
627 130 409 431
540 436 475 398
58 610 83 565
238 646 594 451
194 168 486 441
461 595 169 631
613 429 581 194
191 458 20 392
222 274 182 577
523 585 539 50
249 626 123 369
60 443 661 482
202 268 298 420
557 278 698 510
179 9 366 143
56 600 106 329
136 327 77 206
329 177 685 566
7 588 581 21
175 594 194 585
95 507 488 258
252 248 568 229
603 300 346 645
593 87 74 21
129 491 463 79
461 251 347 578
429 78 536 568
225 430 183 154
221 480 615 140
155 141 141 541
98 246 653 250
307 261 533 488
560 26 356 218
575 528 278 602
317 481 120 620
149 452 28 79
588 630 534 64
500 539 194 639
269 318 526 507
267 168 522 503
294 408 499 297
427 116 407 476
280 501 139 300
652 84 431 569
265 296 290 654
591 31 112 83
78 421 383 222
370 181 301 451
572 550 558 263
305 547 666 635
433 231 529 383
624 605 192 58
661 125 114 529
49 22 295 239
430 585 235 216
163 606 378 165
586 492 237 402
23 537 140 396
495 281 166 519
484 520 331 301
162 77 362 385
35 547 461 273
387 236 355 509
384 402 641 253
409 278 453 349
259 148 59 569
699 598 328 30
245 223 208 22
136 379 398 422
444 73 43 21
624 340 52 272
456 489 280 58
674 137 412 1
436 333 253 544
17 647 338 326
358 277 208 270
74 380 415 94
137 144 378 40
403 210 476 5
184 264 530 462
240 641 497 575
555 9 154 369
145 56 328 211
316 163 325 534
664 634 257 645
12 237 553 497
224 131 240 263
558 530 79 163
52 41 594 150
395 91 578 635
693 554 324 2
584 87 361 263
315 521 465 642
479 560 671 302
149 481 705 253
332 100 258 111
202 210 378 538
462 209 93 264
274 586 271 248
545 141 545 122
612 633 357 460
91 421 391 343
657 479 369 607
158 42 702 640
458 265 478 373
22 81 423 582
488 526 6 104
692 230 692 425
19 295 691 247
699 131 94 350
264 474 469 261
115 156 62 127
160 632 51 190
662 2 421 651
305 437 109 120
380 21 699 34
234 214 117 301
99 367 40 268
256 389 307 212
452 529 97 415
338 220 349 2
428 90 84 224
61 38 328 43
22 467 141 176
668 226 675 105
623 24 331 459
84 583 646 623
703 521 508 140
428 593 641 567
271 505 282 63
494 198 438 367
543 415 117 359
359 422 633 653
658 297 382 278
274 360 39 468
697 495 160 95
80 113 635 17
588 480 344 302
21 108 543 228
562 213 291 137
58 452 102 508
209 614 593 569
325 592 634 455
75 296 703 445
441 446 303 361
375 128 321 507
598 636 226 488
372 241 431 454
631 7 227 157
367 222 548 513
331 585 468 313
578 507 562 74
608 453 573 482
395 424 13 371
281 622 617 486
181 134 333 634
637 377 596 434
661 72 340 490
532 299 140 495
385 395 493 511
106 241 114 579
67 226 270 275
362 37 621 501
329 275 295 61
386 69 42 573
519 494 248 376
379 241 62 362
615 415 238 106
455 573 256 268
684 100 17 375
234 616 282 77
146 268 35 380
538 367 626 612
162 428 229 438
428 51 125 265
274 653 573 446
468 87 12 32
612 100 450 197
278 436 166 280
703 635 230 118
165 598 340 31
340 619 214 180
246 608 28 40
463 85 400 601
433 164 144 454
134 233 380 58
318 654 36 222
357 512 467 261
479 348 184 589
427 364 699 297
693 27 632 380
32 474 163 545
556 598 191 235
329 473 4 551
118 538 512 190
201 622 661 121
241 341 559 428
523 123 11 391
506 564 449 323
145 30 482 114
584 259 70 294
159 587 22 132
475 184 320 352
625 549 397 19
297 629 624 525
453 263 582 636
599 275 95 607
394 272 684 636
631 61 138 274
550 544 283 363
127 66 271 346
656 403 43 221
38 82 539 553
23 299 278 450
239 211 336 516
191 609 279 515
367 455 366 600
198 20 480 409
323 180 198 8
376 33 403 145
676 522 669 625
522 650 271 615
576 193 346 137
611 195 558 288
70 150 541 465
501 622 523 444
400 552 223 78
427 79 171 398
523 229 461 218
152 418 492 165
405 240 176 107
344 218 174 44
694 288 312 226
348 596 468 89
549 144 111 45
157 248 137 128
114 126 22 212
68 116 315 118
459 153 510 17
184 27 95 346
333 552 30 76
555 382 554 497
513 61 435 115
638 524 647 503
158 448 570 238
94 91 98 164
130 235 293 600
266 467 80 389
603 37 344 173
36 63 669 108
481 32 414 74
325 53 217 33
582 375 544 258
52 382 460 652
79 515 22 618
315 534 99 317
643 3 469 491
15 524 567 607
500 149 618 200
2 310 221 138
614 207 379 167
345 611 155 83
684 236 522 5
563 236 670 532
344 457 245 41
653 497 330 96
629 31 454 124
546 644 235 343
490 624 202 12
432 644 352 29
214 166 701 419
243 103 243 190
590 515 42 8
50 86 336 407
42 168 1 394
60 638 220 227
692 526 676 445
480 514 69 226
486 591 334 418
703 519 17 541
584 175 460 165
654 155 387 110
446 411 62 60
407 517 132 594
287 179 296 140
301 158 406 334
601 638 526 356
569 229 45 398
327 244 119 597
635 533 35 596
430 627 282 483
361 416 420 215
4 303 632 243
87 434 424 33
505 354 591 647
75 227 24 323
572 595 199 355
557 559 412 120
301 561 533 148
407 44 665 647
385 246 203 593
458 404 207 407
15 255 95 95
371 436 514 610
394 64 87 57
392 289 178 126
700 532 447 612
686 114 448 521
397 291 470 165
304 340 497 387
300 401 633 20
433 576 569 324
614 437 696 123
503 106 692 279
606 276 498 558
343 272 674 92
361 336 671 329
294 375 315 224
140 18 30 531
213 305 55 645
388 371 103 281
543 640 55 490
547 322 98 333
290 641 378 24
661 186 378 224
655 22 484 86
634 563 339 420
195 427 44 50
74 618 259 492
186 341 424 16
423 218 290 110
276 351 180 615
36 131 227 560
194 578 456 38
466 213 526 108
549 268 37 546
399 75 153 598
697 34 580 65
160 636 368 170
557 637 259 85
333 289 688 608
98 191 446 355
396 373 483 410
299 451 108 504
414 361 360 438
103 269 265 69
652 631 278 597
438 263 500 605
77 609 215 426
654 327 244 596
198 209 371 67
636 545 459 214
123 631 580 469
339 200 193 85
127 346 702 425
429 518 477 115
592 358 518 92
207 141 415 193
40 197 647 333
419 127 629 149
344 180 322 3
191 540 688 228
405 522 593 205
429 246 393 509
21 426 240 185
576 460 643 31
527 608 199 236
484 229 149 404
368 16 284 349
574 238 572 599
566 653 210 422
479 399 463 434
562 144 593 335
316 52 344 481
362 615 218 520
543 615 364 82
20 584 511 432
419 441 311 651
638 221 330 138
454 420 90 441
46 479 281 276
619 122 520 270
323 115 607 91
39 597 302 298
28 481 294 598
65 619 119 457
217 74 531 100
399 99 215 298
26 253 180 398
306 554 245 130
323 424 204 519
222 265 16 624
370 446 48 623
642 419 301 567
700 221 458 376
629 631 215 468
610 219 65 59
561 451 664 310
597 158 405 587
703 370 485 155
627 576 331 524
187 299 387 421
223 397 70 209
29 433 536 387
62 240 492 481
512 383 694 349
530 474 215 249
556 376 28 263
388 541 387 360
678 295 558 350
552 218 393 256
8 513 283 578
205 111 390 383
341 547 475 155
279 127 570 470
479 89 541 16
255 378 692 172
138 390 629 580
376 417 635 397
648 320 223 623
607 57 203 31
569 205 84 103
164 632 375 570
661 332 467 283
532 519 678 112
6 614 120 553
209 443 374 138
303 351 416 541
234 164 105 49
571 432 47 653
430 313 643 472
114 597 562 400
560 144 689 152
560 433 137 139
324 469 446 20
247 55 355 342
456 491 494 162
290 340 645 14
487 212 340 385
285 478 518 73
210 396 440 97
41 75 528 361
79 416 83 286
414 3 506 502
168 296 173 260
520 206 228 53
589 580 143 93
126 483 389 109
28 535 85 453
639 311 88 222
101 470 332 541
32 115 417 64
586 185 47 148
320 104 519 385
344 609 80 392
317 607 168 457
632 1 558 442
590 442 497 481
1 640 449 299
395 47 484 576
500 230 683 531
193 51 389 333
168 431 155 543
373 55 278 505
250 542 126 364
115 612 415 273
11 474 464 492
397 653 81 439
107 475 511 552
409 5 560 137
349 608 705 558
440 366 432 411
142 275 353 556
556 19 173 545
171 24 129 239
34 592 29 428
300 278 240 572
288 191 142 451
230 557 487 61
500 135 630 79
644 598 576 148
330 68 689 354
582 471 289 296
54 31 135 47
697 405 413 337
39 546 466 156
102 536 116 92
16 318 595 511
617 183 262 534
675 488 203 261
210 626 395 52
28 152 52 31
378 585 602 382
242 39 147 385
202 293 77 532
554 636 533 353
697 446 291 98
403 190 413 317
283 405 108 134
295 471 278 228
141 630 274 165
537 149 443 276
83 125 627 59
98 297 228 104
559 38 47 623
263 552 470 399
376 362 225 468
350 579 124 403
102 229 335 406
667 473 21 545
172 121 329 353
527 570 557 389
246 373 459 370
270 55 271 378
427 533 262 580
116 379 657 171
443 650 527 234
21 280 258 590
183 117 64 347
60 434 491 132
309 144 185 428
596 513 56 545
186 540 574 1
592 219 417 265
530 530 66 422
593 372 126 521
672 566 356 278
19 136 660 86
558 49 207 422
578 599 128 384
481 62 577 625
641 233 292 111
630 20 458 390
444 25 616 603
168 595 579 434
462 337 294 525
627 70 191 272
439 205 199 550
86 168 551 52
137 539 639 52
132 102 201 19
329 596 362 128
483 245 642 269
604 505 517 470
605 622 67 345
399 239 546 103
190 448 457 219
56 396 138 62
94 585 89 455
595 32 578 438
405 568 381 583
402 303 514 512
654 437 191 534
118 576 403 250
617 270 407 509
315 135 128 268
669 13 210 446
72 395 303 485
159 509 381 435
488 85 584 601
492 147 603 65
533 414 674 345
55 226 109 306
552 448 662 77
359 95 589 160
36 365 320 2
660 369 592 373
38 652 303 187
425 524 657 501
106 270 104 156
414 242 649 613
190 433 337 435
200 532 346 122
683 349 345 392
3 558 478 558
406 444 521 8
51 432 490 385
166 356 383 35
317 420 626 646
493 349 208 82
221 472 289 313
525 224 577 71
544 37 542 355
576 439 100 58
147 547 72 295
359 245 27 63
70 170 294 67
364 95 132 337
272 196 498 341
40 153 75 534
548 352 522 341
175 184 526 230
311 496 367 465
647 515 297 604
203 297 551 25
424 223 364 6
404 288 208 528
342 464 288 501
691 398 356 455
607 82 626 346
624 452 560 73
140 654 444 628
245 350 690 489
297 31 606 191
223 451 622 94
444 153 677 325
280 552 569 526
58 68 575 427
9 147 618 62
75 546 204 145
230 516 690 480
12 51 302 10
142 537 157 66
27 451 528 605
705 233 660 74
88 586 522 208
119 52 19 110
305 519 536 558
672 292 672 388
191 184 299 309
566 243 282 179
208 543 456 162
176 130 94 569
371 332 118 394
41 163 674 105
61 385 635 70
387 308 254 166
43 640 521 398
152 551 204 349
614 334 317 340
145 316 41 500
338 550 485 277
629 102 435 514
481 570 400 271
409 468 580 309
209 597 278 5
549 390 75 598
692 519 477 141
345 163 694 391
267 59 577 534
372 262 448 565
52 87 144 168
220 394 612 27
62 210 412 157
317 611 643 167
443 231 514 443
460 192 88 617
600 500 570 560
505 121 252 207
42 572 163 114
446 254 500 361
554 294 588 599
354 546 663 196
449 166 396 303
679 325 240 490
229 494 123 487
249 498 187 503
512 426 654 423
110 500 467 342
68 76 141 574
280 547 22 326
2 173 167 378
404 233 255 202
641 602 477 386
285 263 66 2
308 481 82 517
255 241 664 76
145 511 314 78
439 648 133 192
160 285 166 233
261 50 181 255
495 526 690 62
575 443 137 352
299 547 219 279
394 124 105 212
272 543 504 485
474 119 598 285
369 97 463 215
344 290 652 438
643 469 364 601
353 564 8 196
77 150 425 355
56 489 205 460
396 401 638 118
617 20 673 110
542 209 437 532
500 633 639 559
79 372 90 431
228 641 243 221
547 300 391 562
544 88 144 23
486 210 256 75
667 250 318 105
44 358 402 437
318 136 288 249
395 644 34 411
378 91 294 364
442 2 344 400
557 290 60 457
533 638 381 580
65 31 533 624
108 625 18 424
665 81 588 495
419 98 192 243
522 2 191 413
273 560 620 197
219 263 663 354
520 82 159 436
182 23 637 264
689 22 153 305
546 194 156 47
337 569 296 406
143 201 697 312
670 439 110 271
268 261 531 314
305 416 249 176
428 441 582 500
465 613 680 379
672 256 30 506
607 119 274 43
35 366 548 208
495 517 417 557
380 472 19 600
167 60 384 389
475 593 332 600
662 379 167 602
155 494 439 384
570 139 271 207
309 356 64 563
157 108 43 174
361 127 106 639
702 218 457 123
178 350 699 280
106 365 537 445
510 31 260 181
8 247 374 589
262 275 679 171
343 604 247 561
178 51 541 423
433 643 537 377
404 88 360 325
649 71 548 236
47 300 247 421
348 166 87 520
140 263 553 316
598 603 352 1
676 321 435 131
662 499 9 215
416 457 23 44
625 580 228 190
281 471 460 572
518 361 459 575
587 87 323 53
68 263 591 616
60 403 61 454
300 193 304 366
612 355 482 299
587 139 228 164
630 338 45 356
496 349 612 336
498 305 590 502
473 570 555 432
295 199 393 58
659 12 357 463
201 438 507 645
402 142 119 525
412 443 689 279
194 452 86 555
151 470 674 187
510 456 647 480
468 227 542 345
520 380 290 594
135 579 652 630
574 109 170 520
251 448 365 249
661 46 31 4
512 147 278 154
12 101 688 409
342 258 273 446
441 207 360 3
46 12 684 134
343 269 257 15
586 585 554 202
371 246 43 22
614 13 500 405
252 523 572 519
92 542 335 248
404 502 140 342
48 122 4 649
159 111 159 195
157 177 226 223
393 44 469 213
663 520 133 116
300 69 39 559
331 550 691 229
151 304 701 335
642 461 416 343
225 383 326 273
219 360 363 581
295 452 135 174
278 654 453 603
121 240 120 63
144 169 578 375
217 186 130 486
529 534 416 187
555 354 214 117
66 608 538 128
470 75 144 221
545 513 561 651
109 609 42 201
462 499 379 545
619 568 76 314
470 145 627 354
112 635 680 26
295 22 552 544
196 645 692 159
509 426 206 199
654 351 543 621
627 174 381 398
681 62 176 550
449 378 70 587
146 620 34 222
297 583 554 232
353 147 561 68
179 390 330 198
405 188 132 244
94 315 394 289
518 5 300 58
139 456 498 175
255 475 209 23
570 273 132 355
113 594 396 366
167 563 428 287
478 170 29 564
262 39 174 330
7 216 649 460
180 311 257 323
312 356 109 292
528 423 376 453
413 408 693 216
1 622 656 424
185 144 206 567
521 160 440 427
610 544 605 96
223 293 675 399
96 447 375 481
220 401 679 544
529 249 400 137
216 250 296 199
588 161 460 557
604 533 499 226
46 127 260 409
140 315 63 13
408 202 187 580
429 261 148 340
640 298 102 434
601 312 28 162
319 153 584 357
477 570 11 334
575 101 65 35
81 625 697 580
221 406 156 309
75 162 678 106
12 402 453 544
110 52 490 554
617 17 231 298
655 368 173 514
163 587 628 162
310 269 150 134
655 590 580 135
455 654 671 42
219 274 548 114
406 475 626 489
129 347 696 610
604 638 356 301
184 351 661 65
246 172 505 51
178 584 532 338
438 184 311 228
400 222 571 108
235 98 602 172
308 615 295 142
322 576 324 112
192 128 62 514
664 53 695 88
145 555 705 364
102 395 151 154
276 414 20 518
356 119 612 553
674 502 377 71
362 61 394 5
114 604 657 294
360 17 160 104
262 447 422 419
292 200 555 500
397 345 43 39
38 134 276 568
664 98 613 325
704 626 103 210
95 151 221 26
301 433 699 45
687 110 629 494
608 17 682 144
675 229 393 84
233 446 424 339
168 251 339 450
443 260 208 214
649 403 676 428
564 436 555 75
659 283 542 234
192 427 23 410
525 281 300 486
588 446 11 72
663 376 699 421
348 556 603 622
224 364 245 129
606 328 389 164
172 73 264 515
463 511 164 537
112 307 669 135
521 391 441 492
558 496 329 274
281 455 216 335
412 56 573 594
623 325 437 371
303 456 10 177
662 66 172 85
493 346 637 408
400 516 479 59
339 583 254 222
144 31 124 265
176 169 448 550
72 580 662 189
598 475 331 249
364 306 57 17
212 21 148 516
330 212 184 459
265 644 556 230
647 122 166 386
509 235 197 10
593 416 47 41
367 281 584 310
405 439 549 349
373 128 482 219
462 525 370 71
320 229 235 635
159 91 357 113
388 348 560 614
258 514 462 615
491 459 556 251
243 371 626 354
613 221 20 407
567 375 213 18
683 244 48 54
576 383 339 151
697 527 299 570
585 265 169 492
613 557 677 478
440 388 587 217
280 30 2 408
636 603 161 652
525 487 431 484
475 98 369 522
513 356 457 222
539 648 466 170
314 477 486 25
160 418 17 35
341 181 84 242
144 155 461 415
96 101 225 140
433 539 365 624
208 652 518 25
327 433 702 450
594 640 285 538
53 110 573 208
194 608 38 585
49 382 389 68
314 343 380 164
414 407 139 63
610 597 355 334
363 429 95 8
476 491 114 198
11 356 675 140
543 86 414 581
66 237 487 557
569 405 536 485
539 358 81 178
621 45 191 433
280 628 529 571
110 535 473 648
340 424 350 172
37 522 106 182
187 530 6 535
170 448 368 626
666 222 384 33
151 456 409 142
367 313 534 636
600 209 480 480
512 339 587 48
278 504 25 561
676 603 28 585
418 287 620 225
414 456 338 174
617 37 347 356
117 326 620 252
391 300 254 185
236 408 664 81
512 103 621 374
8 259 640 301
675 623 565 82
492 482 314 36
322 297 98 53
185 500 622 538
264 275 702 349
311 555 612 120
426 465 153 26
388 443 702 357
50 227 453 638
218 347 541 652
383 465 705 496
170 30 56 596
103 633 162 524
549 294 391 578
221 609 50 472
676 144 625 533
665 207 25 55
560 386 659 579
636 299 286 550
363 286 598 365
627 514 678 168
126 171 687 120
175 372 64 496
388 604 673 524
390 88 507 577
247 622 547 163
414 131 13 521
563 498 471 653
256 574 538 151
211 24 187 218
421 206 316 504
528 507 125 5
636 263 506 330
545 22 503 249
473 214 542 3
146 166 434 239
31 142 197 408
602 427 262 617
549 56 288 400
58 112 469 382
654 197 68 553
587 263 330 322
420 426 354 579
362 630 550 333
154 94 273 514
506 2 346 48
22 480 109 195
279 650 334 453
76 27 473 586
703 195 138 239
446 610 218 114
514 553 191 579
645 519 10 506
267 283 413 296
79 67 13 456
24 144 146 85
202 313 279 18
437 639 211 178
59 352 434 601
36 654 12 630
560 102 437 62
448 153 515 589
563 295 81 264
439 638 491 336
605 247 192 475
191 287 19 371
187 56 607 275
153 179 326 384
206 523 176 558
204 192 402 467
633 632 696 224
637 352 396 586
106 169 550 26
643 18 439 615
309 136 564 588
163 66 529 33
28 118 694 201
29 133 597 397
121 577 546 300
198 272 663 142
517 516 610 493
456 262 260 647
600 155 214 618
214 216 307 174
633 466 387 198
107 53 130 402
255 399 138 519
97 199 561 565
165 281 525 636
111 496 9 124
670 507 460 210
548 279 570 221
630 269 621 123
142 346 666 178
262 47 85 174
610 650 331 532
365 355 226 514
667 280 558 539
645 648 141 338
374 388 187 356
175 14 705 361
503 339 504 111
614 356 349 142
476 610 35 588
544 93 403 149
283 466 537 510
457 519 350 326
147 542 283 127
12 142 601 141
663 391 184 506
548 312 693 213
156 112 248 85
434 460 264 205
666 157 550 554
120 261 311 479
582 290 521 652
688 194 621 113
600 436 555 615
363 587 323 2
464 20 171 214
645 356 157 80
604 328 183 498
520 136 574 87
61 341 96 91
130 207 448 229
65 565 99 445
402 324 469 158
331 191 348 26
322 75 601 554
98 494 266 480
165 536 197 122
479 93 674 431
72 114 578 450
602 17 578 19
70 361 411 625
633 214 672 6
635 491 335 641
30 512 72 564
130 350 209 223
17 281 37 467
269 73 377 3
437 493 260 20
65 358 562 33
211 245 538 424
123 64 571 641
607 500 641 86
487 193 313 142
553 603 550 70
638 69 367 469
288 401 132 541
369 391 614 252
486 416 479 269
552 411 137 245
303 25 41 139
312 386 77 405
133 620 169 462
355 499 656 577
157 252 703 529
383 578 480 84
388 589 548 451
644 246 694 250
684 397 151 119
173 472 53 234
104 633 241 175
317 614 43 386
605 228 479 11
582 234 243 70
370 345 500 313
588 247 416 139
97 456 386 494
339 140 116 424
634 468 438 625
196 161 461 567
138 354 216 645
460 629 265 77
500 272 359 343
100 298 525 152
436 461 124 420
91 346 470 523
318 174 83 407
563 653 205 492
136 41 163 642
526 409 152 547
232 556 303 384
507 530 523 500
146 228 611 311
259 308 654 125
214 542 202 127
152 378 295 208
126 183 101 198
140 265 223 288
248 127 356 468
214 517 655 555
201 432 479 361
368 402 580 75
385 584 267 518
255 225 447 13
434 264 401 570
214 99 702 188
53 427 299 115
279 171 560 11
290 246 543 604
607 232 418 643
577 217 345 93
464 173 435 284
198 231 561 448
276 310 534 166
262 48 650 540
608 72 370 242
289 201 527 117
315 423 543 622
456 141 390 639
618 518 166 470
20 631 107 144
289 531 512 236
688 15 124 410
670 40 692 312
614 291 289 408
453 270 432 114
404 140 262 77
27 47 460 54
154 513 689 581
350 234 25 320
187 556 523 599
467 340 434 188
25 195 528 27
10 280 188 639
164 281 300 568
503 173 276 243
390 493 5 85
201 433 250 507
320 357 194 414
427 260 291 231
594 377 403 18
138 638 322 277
271 178 102 556
88 204 50 374
467 113 107 617
48 299 358 166
308 276 303 576
478 40 523 550
694 258 169 32
570 515 203 566
655 363 413 607
265 597 194 162
622 168 197 393
197 508 289 500
428 37 627 48
504 466 298 299
697 32 672 162
147 266 92 428
478 148 673 61
174 618 314 437
604 294 217 25
8 439 69 429
348 155 489 273
577 334 446 364
226 617 419 75
479 559 137 88
288 24 248 514
324 590 190 572
338 54 594 519
269 104 625 5
72 64 159 389
529 640 482 525
619 632 380 349
519 388 548 141
296 282 73 250
486 72 215 55
666 531 139 516
575 531 26 276
411 262 20 395
486 124 425 134
672 184 212 596
480 286 607 25
445 102 131 132
113 238 251 241
417 309 377 522
168 624 470 566
544 446 373 440
404 474 208 38
248 591 590 101
23 94 252 284
535 31 634 64
462 437 266 597
73 318 498 530
65 231 236 3
631 207 529 271
276 89 292 349
408 477 346 570
239 222 156 602
113 468 284 587
30 192 610 229
286 17 275 14
346 118 43 383
204 265 388 488
678 545 322 485
130 545 566 548
182 389 472 282
553 64 331 376
640 176 565 198
625 375 363 18
346 574 122 581
604 134 598 545
90 138 620 300
328 391 669 119
627 602 334 621
175 129 521 367
418 174 534 559
536 361 129 364
371 649 392 34
413 69 252 257
206 93 174 559
318 426 393 521
139 525 71 80
632 176 113 141
286 544 558 177
506 415 117 605
254 274 218 639
593 415 331 158
373 264 556 180
198 574 57 374
433 617 358 101
603 504 690 86
177 291 229 7
112 59 206 530
203 501 660 366
269 502 625 508
363 304 218 260
485 306 609 238
592 117 467 461
89 583 595 26
434 436 110 497
665 198 296 290
596 638 285 86
521 606 297 75
30 121 196 145
493 13 111 95
230 622 66 332
23 254 250 135
422 450 304 406
536 447 93 187
68 631 379 270
60 542 427 429
