81 74 359
37 66 55 33
69 42 24 13
5 15 60 5
8 66 27 32
26 72 19 74
10 66 19 24
24 48 16 48
49 67 30 48
12 10 66 16
16 10 68 12
21 32 62 7
79 59 9 17
39 5 38 74
20 20 81 24
24 2 71 33
44 49 58 6
46 50 51 3
10 36 23 66
26 58 50 6
73 70 15 38
51 72 55 71
55 74 39 16
60 24 14 62
77 19 69 41
30 17 14 13
21 28 23 52
51 49 8 72
59 66 79 15
72 7 80 29
73 21 32 3
62 27 44 28
27 31 27 10
9 13 73 29
72 2 22 13
